Reference	Prediction	Ref_char	Pred_char	F_score_char	Precision_char	Recall_char
nɯ ɕkrɤz ʁɟa ʑo sɯŋgɯ ŋu tɕ	nɯ ɕkrɤz ʁɟa ʑo sɯŋgɯ ŋu tɕe	['n', 'ɯ', 'S', 'ɕ', 'k', 'r', 'ɤ', 'z', 'S', 'ʁ', 'ɟ', 'a', 'S', 'ʑ', 'o', 'S', 's', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', '*']	['n', 'ɯ', 'S', 'ɕ', 'k', 'r', 'ɤ', 'z', 'S', 'ʁ', 'ɟ', 'a', 'S', 'ʑ', 'o', 'S', 's', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	0.9	0.95	0.95
tɕe prɤm pjɯ́wɣlɤt qhae tɕe qartsɯ tɕe paʁndza nɯnɯ stoʁ ɯβɣi nɯ ŋ	tɕe ɯprɤm pjɯ́wɣlɤt qhe tɕe qartsɯ tɕe paʁndza nɯ stoʁ ɯβɣi nɯ ŋu	['t', 'ɕ', 'e', 'S', '*', 'p', 'r', 'ɤ', 'm', 'S', 'p', 'j', 'ɯ', '́', 'w', 'ɣ', 'l', 'ɤ', 't', 'S', 'q', 'h', 'a', 'e', 'S', 't', 'ɕ', 'e', 'S', 'q', 'a', 'r', 't', 's', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'p', 'a', 'ʁ', 'n', 'd', 'z', 'a', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 's', 't', 'o', 'ʁ', 'S', 'ɯ', 'β', 'ɣ', 'i', 'S', 'n', 'ɯ', 'S', 'ŋ', '*']	['t', 'ɕ', 'e', 'S', 'ɯ', 'p', 'r', 'ɤ', 'm', 'S', 'p', 'j', 'ɯ', '́', 'w', 'ɣ', 'l', 'ɤ', 't', 'S', 'q', 'h', '*', 'e', 'S', 't', 'ɕ', 'e', 'S', 'q', 'a', 'r', 't', 's', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'p', 'a', 'ʁ', 'n', 'd', 'z', 'a', 'S', '*', '*', 'n', 'ɯ', 'S', 's', 't', 'o', 'ʁ', 'S', 'ɯ', 'β', 'ɣ', 'i', 'S', 'n', 'ɯ', 'S', 'ŋ', 'u']	0.912	0.923	0.94
tɕe nɯ toʁde tɤnɯna tɕe tɕe li kɤndza ra khro tondza tɕe tɕendɤr	tɕe nɯ toʁde tonɯna tɕe tɕe li kɤndza ra khro tondza tɕe tɕendɤre	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 't', 'o', 'ʁ', 'd', 'e', 'S', 't', 'ɤ', 'n', 'ɯ', 'n', 'a', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'l', 'i', 'S', 'k', 'ɤ', 'n', 'd', 'z', 'a', 'S', 'r', 'a', 'S', 'k', 'h', 'r', 'o', 'S', 't', 'o', 'n', 'd', 'z', 'a', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', '*']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 't', 'o', 'ʁ', 'd', 'e', 'S', 't', 'o', 'n', 'ɯ', 'n', 'a', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'l', 'i', 'S', 'k', 'ɤ', 'n', 'd', 'z', 'a', 'S', 'r', 'a', 'S', 'k', 'h', 'r', 'o', 'S', 't', 'o', 'n', 'd', 'z', 'a', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	0.921	0.978	0.926
ɯʑo kɯ iɕqha χɕɤlkɯm nɯtɕu juru tɕe tɕendɤr	ɯʑo kɯ iɕqha χɕɤl kɯm nɯtɕu juru tɕe tɕendɤre	['ɯ', 'ʑ', 'o', 'S', 'k', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'χ', 'ɕ', 'ɤ', 'l', '*', 'k', 'ɯ', 'm', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 'j', 'u', 'r', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', '*']	['ɯ', 'ʑ', 'o', 'S', 'k', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'χ', 'ɕ', 'ɤ', 'l', 'S', 'k', 'ɯ', 'm', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 'j', 'u', 'r', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	0.942	0.979	0.955
ɯtɯjpum ɯtɯrɲɟi ɲɯsaχaʁ ʑo tɕ	ɯtɯjpum ɯtɯrɲɟi ɲɯsaχaʁ ʑo tɕe	['ɯ', 't', 'ɯ', 'j', 'p', 'u', 'm', 'S', 'ɯ', 't', 'ɯ', 'r', 'ɲ', 'ɟ', 'i', 'S', 'ɲ', 'ɯ', 's', 'a', 'χ', 'a', 'ʁ', 'S', 'ʑ', 'o', 'S', 't', 'ɕ', '*']	['ɯ', 't', 'ɯ', 'j', 'p', 'u', 'm', 'S', 'ɯ', 't', 'ɯ', 'r', 'ɲ', 'ɟ', 'i', 'S', 'ɲ', 'ɯ', 's', 'a', 'χ', 'a', 'ʁ', 'S', 'ʑ', 'o', 'S', 't', 'ɕ', 'e']	0.9	0.95	0.95
tɕe nɯnɯ ma zoŋzoŋ ʑo pa tɕe tɕe nɯnɯ ɕkɤzoŋzoŋ tukɯti ŋ	tɕe nɯnɯ ma zoŋzoŋ ʑo pa tɕe ɕe nɯnɯ ɕkɤzɯŋzaŋ tukɯti ŋu	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'm', 'a', 'S', 'z', 'o', 'ŋ', 'z', 'o', 'ŋ', 'S', 'ʑ', 'o', 'S', 'p', 'a', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'ɕ', 'k', 'ɤ', 'z', 'o', 'ŋ', 'z', 'o', 'ŋ', 'S', 't', 'u', 'k', 'ɯ', 't', 'i', 'S', 'ŋ', '*']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'm', 'a', 'S', 'z', 'o', 'ŋ', 'z', 'o', 'ŋ', 'S', 'ʑ', 'o', 'S', 'p', 'a', 'S', 't', 'ɕ', 'e', 'S', '*', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'ɕ', 'k', 'ɤ', 'z', 'ɯ', 'ŋ', 'z', 'a', 'ŋ', 'S', 't', 'u', 'k', 'ɯ', 't', 'i', 'S', 'ŋ', 'u']	0.89	0.889	0.911
mtha ɯndɤcu ri woχco kɤti ci tu tɕe nɯ tɯji ɯrm	ɯmtha ɯlɤcu ri wo ɯχco kɤti ci tu tɕe nɯ	['*', 'm', 't', 'h', 'a', 'S', 'ɯ', 'n', 'd', 'ɤ', 'c', 'u', 'S', 'r', 'i', 'S', 'w', 'o', '*', '*', 'χ', 'c', 'o', 'S', 'k', 'ɤ', 't', 'i', 'S', 'c', 'i', 'S', 't', 'u', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 't', 'ɯ', 'j', 'i', 'S', 'ɯ', 'r', 'm']	['ɯ', 'm', 't', 'h', 'a', 'S', 'ɯ', '*', 'l', 'ɤ', 'c', 'u', 'S', 'r', 'i', 'S', 'w', 'o', 'S', 'ɯ', 'χ', 'c', 'o', 'S', 'k', 'ɤ', 't', 'i', 'S', 'c', 'i', 'S', 't', 'u', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', '*', '*', '*', '*', '*', '*', '*', '*', '*']	0.731	0.881	0.743
kɯxtɕi nɯnɯ alibaba pjɤrm	kɯxtɕi nɯnɯ alibapa pjɤrmi	['k', 'ɯ', 'x', 't', 'ɕ', 'i', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'a', 'l', 'i', 'b', 'a', 'b', 'a', 'S', 'p', 'j', 'ɤ', 'r', 'm', '*']	['k', 'ɯ', 'x', 't', 'ɕ', 'i', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'a', 'l', 'i', 'b', 'a', 'p', 'a', 'S', 'p', 'j', 'ɤ', 'r', 'm', 'i']	0.89	0.951	0.912
tɕe ɯxtɤpa cho ɯmi ɯjaʁ ɯŋgɯchu nɯra ɲɯwɣru	tɕe xtɤpa cho ɯmi ɯjaʁ ɯŋgɯchu nɯra ɲɯwɣrum	['t', 'ɕ', 'e', 'S', 'ɯ', 'x', 't', 'ɤ', 'p', 'a', 'S', 'c', 'h', 'o', 'S', 'ɯ', 'm', 'i', 'S', 'ɯ', 'j', 'a', 'ʁ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'c', 'h', 'u', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'ɲ', 'ɯ', 'w', 'ɣ', 'r', 'u', '*']	['t', 'ɕ', 'e', 'S', '*', 'x', 't', 'ɤ', 'p', 'a', 'S', 'c', 'h', 'o', 'S', 'ɯ', 'm', 'i', 'S', 'ɯ', 'j', 'a', 'ʁ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'c', 'h', 'u', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'ɲ', 'ɯ', 'w', 'ɣ', 'r', 'u', 'm']	0.944	0.94	0.954
tɕendɤre ɯpɕi ɬoʁ ʑo pɯŋu tɕe tɕendɤre lɯlu kɯ nɯɕɯmɯma ʑo kówɣnd	tɕendɤre ɯpɕiɬoʁ ʑo pɯpɯŋu tɕe tɕendɤre lɯlu kɯnɯɕɯmɯma ʑo koɣndo	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'ɯ', 'p', 'ɕ', 'i', 'S', 'ɬ', 'o', 'ʁ', 'S', 'ʑ', 'o', 'S', '*', '*', 'p', 'ɯ', 'ŋ', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'l', 'ɯ', 'l', 'u', 'S', 'k', 'ɯ', 'S', 'n', 'ɯ', 'ɕ', 'ɯ', 'm', 'ɯ', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'k', 'o', '́', 'w', 'ɣ', 'n', 'd', '*']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'ɯ', 'p', 'ɕ', 'i', '*', 'ɬ', 'o', 'ʁ', 'S', 'ʑ', 'o', 'S', 'p', 'ɯ', 'p', 'ɯ', 'ŋ', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'l', 'ɯ', 'l', 'u', 'S', 'k', 'ɯ', '*', 'n', 'ɯ', 'ɕ', 'ɯ', 'm', 'ɯ', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'k', 'o', '*', '*', 'ɣ', 'n', 'd', 'o']	0.861	0.934	0.873
aʑo kutɕu kɯki kɤntɕhaʁ ɯŋgɯ kɯ kuŋkea tɕ	aʑo kutɕu kɯki kɤntɕhaʁ ɯŋgɯ ki kɯŋkea tɕe kɯ	['a', 'ʑ', 'o', 'S', 'k', 'u', 't', 'ɕ', 'u', 'S', 'k', 'ɯ', 'k', 'i', 'S', 'k', 'ɤ', 'n', 't', 'ɕ', 'h', 'a', 'ʁ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'k', 'ɯ', 'S', 'k', 'u', 'ŋ', 'k', 'e', 'a', 'S', 't', 'ɕ', '*', '*', '*', '*']	['a', 'ʑ', 'o', 'S', 'k', 'u', 't', 'ɕ', 'u', 'S', 'k', 'ɯ', 'k', 'i', 'S', 'k', 'ɤ', 'n', 't', 'ɕ', 'h', 'a', 'ʁ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'k', 'i', 'S', 'k', 'ɯ', 'ŋ', 'k', 'e', 'a', 'S', 't', 'ɕ', 'e', 'S', 'k', 'ɯ']	0.87	0.908	0.912
tɯrme ra tɯrme ra tsuku kɯdɤn kɯ ʑo maka tukɤnɤjoʁjoʁ tukɤfstɤt nɯ ɲɯrganɯ ma khramba pɯnnɯŋu kɯnɤ	tɯrme ra tɯrme ra tsuku kɯdɤn kɯ ʑo maka tukɤnɤjoʁjoʁ tukɤstɤn nɯ ɲɯrganɯ ma khramba pɯnɯŋu kɯnɤ	['t', 'ɯ', 'r', 'm', 'e', 'S', 'r', 'a', 'S', 't', 'ɯ', 'r', 'm', 'e', 'S', 'r', 'a', 'S', 't', 's', 'u', 'k', 'u', 'S', 'k', 'ɯ', 'd', 'ɤ', 'n', 'S', 'k', 'ɯ', 'S', 'ʑ', 'o', 'S', 'm', 'a', 'k', 'a', 'S', 't', 'u', 'k', 'ɤ', 'n', 'ɤ', 'j', 'o', 'ʁ', 'j', 'o', 'ʁ', 'S', 't', 'u', 'k', 'ɤ', 'f', 's', 't', 'ɤ', 't', 'S', 'n', 'ɯ', 'S', 'ɲ', 'ɯ', 'r', 'g', 'a', 'n', 'ɯ', 'S', 'm', 'a', 'S', 'k', 'h', 'r', 'a', 'm', 'b', 'a', 'S', 'p', 'ɯ', 'n', 'n', 'ɯ', 'ŋ', 'u', 'S', 'k', 'ɯ', 'n', 'ɤ']	['t', 'ɯ', 'r', 'm', 'e', 'S', 'r', 'a', 'S', 't', 'ɯ', 'r', 'm', 'e', 'S', 'r', 'a', 'S', 't', 's', 'u', 'k', 'u', 'S', 'k', 'ɯ', 'd', 'ɤ', 'n', 'S', 'k', 'ɯ', 'S', 'ʑ', 'o', 'S', 'm', 'a', 'k', 'a', 'S', 't', 'u', 'k', 'ɤ', 'n', 'ɤ', 'j', 'o', 'ʁ', 'j', 'o', 'ʁ', 'S', 't', 'u', 'k', 'ɤ', '*', 's', 't', 'ɤ', 'n', 'S', 'n', 'ɯ', 'S', 'ɲ', 'ɯ', 'r', 'g', 'a', 'n', 'ɯ', 'S', 'm', 'a', 'S', 'k', 'h', 'r', 'a', 'm', 'b', 'a', 'S', 'p', 'ɯ', '*', 'n', 'ɯ', 'ŋ', 'u', 'S', 'k', 'ɯ', 'n', 'ɤ']	0.911	0.954	0.949
tɕendɤre to tɤmu nɯ kɯ tɤtʂu nɯ tu nɤkinɯ iɕqha nɯ ɯthoʁ nɯtɕu thɤlwa tɯspra tomɟa tɕe nɤkinɯ	tɕendɤre tɤmun kɯ tɤtʂu nɯ nɤkinɯ iɕqha nɯ ɯthoʁ nɯ tɕe thɤlwa tɯsprat tomɟa tɕe nɤkinɯ	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 't', 'o', 'S', 't', 'ɤ', 'm', 'u', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'S', 't', 'ɤ', 't', 'ʂ', 'u', 'S', 'n', 'ɯ', 'S', 't', 'u', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'n', 'ɯ', 'S', 'ɯ', 't', 'h', 'o', 'ʁ', 'S', 'n', 'ɯ', '*', 't', 'ɕ', 'u', 'S', 't', 'h', 'ɤ', 'l', 'w', 'a', 'S', 't', 'ɯ', 's', 'p', 'r', 'a', '*', 'S', 't', 'o', 'm', 'ɟ', 'a', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 't', '*', '*', '*', 'ɤ', 'm', 'u', '*', 'n', '*', 'S', 'k', 'ɯ', 'S', 't', 'ɤ', 't', 'ʂ', 'u', 'S', 'n', 'ɯ', '*', '*', '*', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'n', 'ɯ', 'S', 'ɯ', 't', 'h', 'o', 'ʁ', 'S', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 't', 'h', 'ɤ', 'l', 'w', 'a', 'S', 't', 'ɯ', 's', 'p', 'r', 'a', 't', 'S', 't', 'o', 'm', 'ɟ', 'a', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ']	0.92	0.944	0.908
nɯ ɯŋgɯ kurɤʑi ɲɯsɯsɤm tot	nɯ ɯŋgɯ kurɤʑi ɲɯsɯsɤm toti	['n', 'ɯ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'k', 'u', 'r', 'ɤ', 'ʑ', 'i', 'S', 'ɲ', 'ɯ', 's', 'ɯ', 's', 'ɤ', 'm', 'S', 't', 'o', 't', '*']	['n', 'ɯ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'k', 'u', 'r', 'ɤ', 'ʑ', 'i', 'S', 'ɲ', 'ɯ', 's', 'ɯ', 's', 'ɤ', 'm', 'S', 't', 'o', 't', 'i']	0.922	0.971	0.941
mɯɕɯku kɤti nɯnɯ nɯ praʁwɯ ɯlɤcu	mɯɕɯku kɤti nɯ nɯnɯ praʁβɯlɤcu	['m', 'ɯ', 'ɕ', 'ɯ', 'k', 'u', 'S', 'k', 'ɤ', 't', 'i', 'S', 'n', 'ɯ', '*', 'n', 'ɯ', 'S', 'n', 'ɯ', 'S', 'p', 'r', 'a', 'ʁ', 'w', 'ɯ', 'S', 'ɯ', 'l', 'ɤ', 'c', 'u']	['m', 'ɯ', 'ɕ', 'ɯ', 'k', 'u', 'S', 'k', 'ɤ', 't', 'i', 'S', 'n', 'ɯ', 'S', 'n', 'ɯ', '*', 'n', 'ɯ', 'S', 'p', 'r', 'a', 'ʁ', '*', '*', 'β', 'ɯ', 'l', 'ɤ', 'c', 'u']	0.821	0.882	0.866
tɕendɤre nɯ kɯfse pjɤŋu tɕ	tɕendɤre nɯ kɯfse pjɤŋu tɕe	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u', 'S', 't', 'ɕ', '*']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	0.933	0.985	0.941
ɕtuɣɤŋoʁ mɤjɤɣ tot	ɕtuɣɤŋoʁ mɤjɤɣ i	['ɕ', 't', 'u', 'ɣ', 'ɤ', 'ŋ', 'o', 'ʁ', 'S', 'm', 'ɤ', 'j', 'ɤ', 'ɣ', 'S', 't', 'o', 't']	['ɕ', 't', 'u', 'ɣ', 'ɤ', 'ŋ', 'o', 'ʁ', 'S', 'm', 'ɤ', 'j', 'ɤ', 'ɣ', 'S', '*', '*', 'i']	0.782	0.846	0.91
nɯ kɯ tɕhi tatɯt ʑo nɯnɯ iɕqha tɤru ɯtɕɯ nɯ kɯ kusɤŋɤm pjɤŋ	nɯ kɯ tɕhi tatɯtɯt ʑo nɯnɯ iɕqha tɤrutɕɯ nɯ kɯ kusɤŋɤm pjɤŋu	['n', 'ɯ', 'S', 'k', 'ɯ', 'S', 't', 'ɕ', 'h', 'i', 'S', 't', 'a', 't', 'ɯ', 't', '*', '*', 'S', 'ʑ', 'o', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 't', 'ɤ', 'r', 'u', 'S', 'ɯ', 't', 'ɕ', 'ɯ', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'S', 'k', 'u', 's', 'ɤ', 'ŋ', 'ɤ', 'm', 'S', 'p', 'j', 'ɤ', 'ŋ', '*']	['n', 'ɯ', 'S', 'k', 'ɯ', 'S', 't', 'ɕ', 'h', 'i', 'S', 't', 'a', 't', 'ɯ', 't', 'ɯ', 't', 'S', 'ʑ', 'o', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 't', 'ɤ', 'r', 'u', '*', '*', 't', 'ɕ', 'ɯ', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'S', 'k', 'u', 's', 'ɤ', 'ŋ', 'ɤ', 'm', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u']	0.932	0.924	0.943
nɯnɯ tɕe nɤkinɯ ɯŋgɯ nɯtɕu βʑɯ ci pjɤ pjɤrɤʑ	nɯnɯ tɕe nɤkinɯ ɯŋgɯ nɯ tɕu ʑɯ ci pjɤ pjɤrɤʑi	['n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'n', 'ɯ', '*', 't', 'ɕ', 'u', 'S', 'β', 'ʑ', 'ɯ', 'S', 'c', 'i', 'S', 'p', 'j', 'ɤ', 'S', 'p', 'j', 'ɤ', 'r', 'ɤ', 'ʑ', '*']	['n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'n', 'ɯ', 'S', 't', 'ɕ', 'u', 'S', '*', 'ʑ', 'ɯ', 'S', 'c', 'i', 'S', 'p', 'j', 'ɤ', 'S', 'p', 'j', 'ɤ', 'r', 'ɤ', 'ʑ', 'i']	0.881	0.924	0.895
tɕendɤre iɕqha nɯ tɕeri tɕe iɕqha chake nɯ kɯ	tɕendɤre iɕqha nɯ tɕeri tɕe iɕqha chake nɯ kɯ	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'r', 'i', 'S', 't', 'ɕ', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'c', 'h', 'a', 'k', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'r', 'i', 'S', 't', 'ɕ', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'c', 'h', 'a', 'k', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ']	1.0	1.0	1.0
api ra tɯrme ra ɲɯ́wɣsɤβzu kɯcha kɯɣe ɲɯsɯsɤm chɯnɯzdɯɣ pjɤŋ	api ra tɯrme ɲɯ́wɣsɤβzu kɯcha kɯɣe ɲɯsɯsɤm chɯnɯzdɯɣ pjɤŋu	['a', 'p', 'i', 'S', 'r', 'a', 'S', 't', 'ɯ', 'r', 'm', 'e', 'S', 'r', 'a', 'S', 'ɲ', 'ɯ', '́', 'w', 'ɣ', 's', 'ɤ', 'β', 'z', 'u', 'S', 'k', 'ɯ', 'c', 'h', 'a', 'S', 'k', 'ɯ', 'ɣ', 'e', 'S', 'ɲ', 'ɯ', 's', 'ɯ', 's', 'ɤ', 'm', 'S', 'c', 'h', 'ɯ', 'n', 'ɯ', 'z', 'd', 'ɯ', 'ɣ', 'S', 'p', 'j', 'ɤ', 'ŋ', '*']	['a', 'p', 'i', 'S', 'r', 'a', 'S', 't', 'ɯ', 'r', 'm', 'e', 'S', '*', '*', '*', 'ɲ', 'ɯ', '́', 'w', 'ɣ', 's', 'ɤ', 'β', 'z', 'u', 'S', 'k', 'ɯ', 'c', 'h', 'a', 'S', 'k', 'ɯ', 'ɣ', 'e', 'S', 'ɲ', 'ɯ', 's', 'ɯ', 's', 'ɤ', 'm', 'S', 'c', 'h', 'ɯ', 'n', 'ɯ', 'z', 'd', 'ɯ', 'ɣ', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u']	0.933	0.942	0.935
sqamŋutɯrpa jama	sqamŋu tɯrpa jamarz	['s', 'q', 'a', 'm', 'ŋ', 'u', '*', 't', 'ɯ', 'r', 'p', 'a', 'S', 'j', 'a', 'm', 'a', '*', '*']	['s', 'q', 'a', 'm', 'ŋ', 'u', 'S', 't', 'ɯ', 'r', 'p', 'a', 'S', 'j', 'a', 'm', 'a', 'r', 'z']	0.81	0.857	0.929
li ɯʁɤri nɯ tɕu chɯ́wɣtsɯm chɯ́wɣlɤt tɕe	li ɯʁɤri nɯtɕu chɯ́wɣtsɯm chɯ́wɣlɤt tɕe	['l', 'i', 'S', 'ɯ', 'ʁ', 'ɤ', 'r', 'i', 'S', 'n', 'ɯ', 'S', 't', 'ɕ', 'u', 'S', 'c', 'h', 'ɯ', '́', 'w', 'ɣ', 't', 's', 'ɯ', 'm', 'S', 'c', 'h', 'ɯ', '́', 'w', 'ɣ', 'l', 'ɤ', 't', 'S', 't', 'ɕ', 'e']	['l', 'i', 'S', 'ɯ', 'ʁ', 'ɤ', 'r', 'i', 'S', 'n', 'ɯ', '*', 't', 'ɕ', 'u', 'S', 'c', 'h', 'ɯ', '́', 'w', 'ɣ', 't', 's', 'ɯ', 'm', 'S', 'c', 'h', 'ɯ', '́', 'w', 'ɣ', 'l', 'ɤ', 't', 'S', 't', 'ɕ', 'e']	0.945	0.95	0.992
tɕendɤre rɟɤlpu nɯ nɤki xinbada ɯkɯrtoʁ joɣi tɕ	tɕendɤre rɟɤlpu nɯ nɤki xinbada ɯkɯrtoʁ joɣi tɕe	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'r', 'ɟ', 'ɤ', 'l', 'p', 'u', 'S', 'n', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'x', 'i', 'n', 'b', 'a', 'd', 'a', 'S', 'ɯ', 'k', 'ɯ', 'r', 't', 'o', 'ʁ', 'S', 'j', 'o', 'ɣ', 'i', 'S', 't', 'ɕ', '*']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'r', 'ɟ', 'ɤ', 'l', 'p', 'u', 'S', 'n', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'x', 'i', 'n', 'b', 'a', 'd', 'a', 'S', 'ɯ', 'k', 'ɯ', 'r', 't', 'o', 'ʁ', 'S', 'j', 'o', 'ɣ', 'i', 'S', 't', 'ɕ', 'e']	0.948	0.986	0.957
tɤpi ni li toɣɤɕqalindʑi tɕe mɤjɤɣ m	tɤpi nɯ li toɣɤɕqalɤtndʑi tɕe mɤjɤɣ ma	['t', 'ɤ', 'p', 'i', 'S', 'n', 'i', 'S', 'l', 'i', 'S', 't', 'o', 'ɣ', 'ɤ', 'ɕ', 'q', 'a', 'l', '*', 'i', 'n', 'd', 'ʑ', 'i', 'S', 't', 'ɕ', 'e', 'S', 'm', 'ɤ', 'j', 'ɤ', 'ɣ', 'S', 'm', '*']	['t', 'ɤ', 'p', 'i', 'S', 'n', 'ɯ', 'S', 'l', 'i', 'S', 't', 'o', 'ɣ', 'ɤ', 'ɕ', 'q', 'a', 'l', 'ɤ', 't', 'n', 'd', 'ʑ', 'i', 'S', 't', 'ɕ', 'e', 'S', 'm', 'ɤ', 'j', 'ɤ', 'ɣ', 'S', 'm', 'a']	0.851	0.897	0.926
