Reference	Prediction	Ref_char	Pred_char	F_score_char	Precision_char	Recall_char	Lev_dist_char
kɯki nɯ ma aʑo fɕata me tɕe kɯki aʑo ɕkom tumtshia ki ɣɯ ɯχpi ci pjɯfɕata toti	nɯ ma aʑo fɕata me tɕe kɯki aʑo ɕkom tumtshia kɯ ɣɤχpi ci pjɯfɕata toti	['k', 'ɯ', 'k', 'i', 'S', 'n', 'ɯ', 'S', 'm', 'a', 'S', 'a', 'ʑ', 'o', 'S', 'f', 'ɕ', 'a', 't', 'a', 'S', 'm', 'e', 'S', 't', 'ɕ', 'e', 'S', 'k', 'ɯ', 'k', 'i', 'S', 'a', 'ʑ', 'o', 'S', 'ɕ', 'k', 'o', 'm', 'S', 't', 'u', 'm', 't', 's', 'h', 'i', 'a', 'S', 'k', 'i', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 'χ', 'p', 'i', 'S', 'c', 'i', 'S', 'p', 'j', 'ɯ', 'f', 'ɕ', 'a', 't', 'a', 'S', 't', 'o', 't', 'i']	['*', '*', '*', '*', '*', 'n', 'ɯ', 'S', 'm', 'a', 'S', 'a', 'ʑ', 'o', 'S', 'f', 'ɕ', 'a', 't', 'a', 'S', 'm', 'e', 'S', 't', 'ɕ', 'e', 'S', 'k', 'ɯ', 'k', 'i', 'S', 'a', 'ʑ', 'o', 'S', 'ɕ', 'k', 'o', 'm', 'S', 't', 'u', 'm', 't', 's', 'h', 'i', 'a', 'S', 'k', 'ɯ', 'S', 'ɣ', '*', '*', 'ɤ', 'χ', 'p', 'i', 'S', 'c', 'i', 'S', 'p', 'j', 'ɯ', 'f', 'ɕ', 'a', 't', 'a', 'S', 't', 'o', 't', 'i']	0.877	0.902	0.946	0.9391891891891891
tɕe nɤkinɯ iɕqha	tɕe nɤkinɯ iɕqha	['t', 'ɕ', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a']	['t', 'ɕ', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a']	1.0	1.0	1.0	1.0
qachɣa nɯnɯ qachɣa ɣɯ ɯndʐi nɯnɯ nɤkinɯ	chɣa nɯnɯ qachɣa ɣɯ ɯndʐi nɯnɯ ɤki	['q', 'a', 'c', 'h', 'ɣ', 'a', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'q', 'a', 'c', 'h', 'ɣ', 'a', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 'n', 'd', 'ʐ', 'i', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ']	['*', '*', 'c', 'h', 'ɣ', 'a', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'q', 'a', 'c', 'h', 'ɣ', 'a', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 'n', 'd', 'ʐ', 'i', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', '*', 'ɤ', 'k', 'i', '*', '*']	0.877	0.929	0.916	0.9305555555555556
mɯpjɤnɯtso tɕe tɕe 	mɯpjɤnɯtso tɕe ɕe aie	['m', 'ɯ', 'p', 'j', 'ɤ', 'n', 'ɯ', 't', 's', 'o', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', '*', '*', '*']	['m', 'ɯ', 'p', 'j', 'ɤ', 'n', 'ɯ', 't', 's', 'o', 'S', 't', 'ɕ', 'e', 'S', '*', 'ɕ', 'e', 'S', 'a', 'i', 'e']	0.773	0.778	0.911	0.8974358974358975
nɯ ɕkrɤz ʁɟa ʑo sɯŋgɯ ŋu tɕe	nɯ ɕkrɤz ʁɟa ʑo sɯŋgɯ ŋu tɕe	['n', 'ɯ', 'S', 'ɕ', 'k', 'r', 'ɤ', 'z', 'S', 'ʁ', 'ɟ', 'a', 'S', 'ʑ', 'o', 'S', 's', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	['n', 'ɯ', 'S', 'ɕ', 'k', 'r', 'ɤ', 'z', 'S', 'ʁ', 'ɟ', 'a', 'S', 'ʑ', 'o', 'S', 's', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	1.0	1.0	1.0	1.0
tɕe prɤm pjɯ́wɣlɤt qhae tɕe qartsɯ tɕe paʁndza nɯnɯ stoʁ ɯβɣi nɯ ŋu	tɕe ɯprɤm pjɯ́wɣlɤt qhe tɕe qartsɯ tɕe paʁndza nɯ stoʁ ɯβɣi nɯ ŋu	['t', 'ɕ', 'e', 'S', '*', 'p', 'r', 'ɤ', 'm', 'S', 'p', 'j', 'ɯ', '́', 'w', 'ɣ', 'l', 'ɤ', 't', 'S', 'q', 'h', 'a', 'e', 'S', 't', 'ɕ', 'e', 'S', 'q', 'a', 'r', 't', 's', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'p', 'a', 'ʁ', 'n', 'd', 'z', 'a', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 's', 't', 'o', 'ʁ', 'S', 'ɯ', 'β', 'ɣ', 'i', 'S', 'n', 'ɯ', 'S', 'ŋ', 'u']	['t', 'ɕ', 'e', 'S', 'ɯ', 'p', 'r', 'ɤ', 'm', 'S', 'p', 'j', 'ɯ', '́', 'w', 'ɣ', 'l', 'ɤ', 't', 'S', 'q', 'h', '*', 'e', 'S', 't', 'ɕ', 'e', 'S', 'q', 'a', 'r', 't', 's', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'p', 'a', 'ʁ', 'n', 'd', 'z', 'a', 'S', '*', '*', 'n', 'ɯ', 'S', 's', 't', 'o', 'ʁ', 'S', 'ɯ', 'β', 'ɣ', 'i', 'S', 'n', 'ɯ', 'S', 'ŋ', 'u']	0.948	0.958	0.94	0.9694656488549618
tɕe nɯ toʁde tɤnɯna tɕe tɕe li kɤndza ra khro tondza tɕe tɕendɤre	tɕe nɯ toʁde tonɯna tɕe tɕe li kɤndza ra khro tondza tɕe tɕendɤre	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 't', 'o', 'ʁ', 'd', 'e', 'S', 't', 'ɤ', 'n', 'ɯ', 'n', 'a', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'l', 'i', 'S', 'k', 'ɤ', 'n', 'd', 'z', 'a', 'S', 'r', 'a', 'S', 'k', 'h', 'r', 'o', 'S', 't', 'o', 'n', 'd', 'z', 'a', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 't', 'o', 'ʁ', 'd', 'e', 'S', 't', 'o', 'n', 'ɯ', 'n', 'a', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'l', 'i', 'S', 'k', 'ɤ', 'n', 'd', 'z', 'a', 'S', 'r', 'a', 'S', 'k', 'h', 'r', 'o', 'S', 't', 'o', 'n', 'd', 'z', 'a', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	0.98	0.985	0.98	0.9922480620155039
ɯʑo kɯ iɕqha χɕɤlkɯm nɯtɕu juru tɕe tɕendɤre	ɯʑo kɯ iɕqha χɕɤl kɯm nɯtɕu juru tɕe tɕendɤre	['ɯ', 'ʑ', 'o', 'S', 'k', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'χ', 'ɕ', 'ɤ', 'l', '*', 'k', 'ɯ', 'm', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 'j', 'u', 'r', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	['ɯ', 'ʑ', 'o', 'S', 'k', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'χ', 'ɕ', 'ɤ', 'l', 'S', 'k', 'ɯ', 'm', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 'j', 'u', 'r', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	0.952	0.994	0.955	0.9886363636363636
ɯtɯjpum ɯtɯrɲɟi ɲɯsaχaʁ ʑo tɕe	ɯtɯjpum ɯtɯrɲɟi ɲɯsaχaʁ ʑo tɕe	['ɯ', 't', 'ɯ', 'j', 'p', 'u', 'm', 'S', 'ɯ', 't', 'ɯ', 'r', 'ɲ', 'ɟ', 'i', 'S', 'ɲ', 'ɯ', 's', 'a', 'χ', 'a', 'ʁ', 'S', 'ʑ', 'o', 'S', 't', 'ɕ', 'e']	['ɯ', 't', 'ɯ', 'j', 'p', 'u', 'm', 'S', 'ɯ', 't', 'ɯ', 'r', 'ɲ', 'ɟ', 'i', 'S', 'ɲ', 'ɯ', 's', 'a', 'χ', 'a', 'ʁ', 'S', 'ʑ', 'o', 'S', 't', 'ɕ', 'e']	1.0	1.0	1.0	1.0
tɕe nɯnɯ ma zoŋzoŋ ʑo pa tɕe tɕe nɯnɯ ɕkɤzoŋzoŋ tukɯti ŋu	tɕe nɯnɯ ma zoŋzoŋ ʑo pa tɕe ɕe nɯnɯ ɕkɤzɯŋzaŋ tukɯti ŋu	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'm', 'a', 'S', 'z', 'o', 'ŋ', 'z', 'o', 'ŋ', 'S', 'ʑ', 'o', 'S', 'p', 'a', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'ɕ', 'k', 'ɤ', 'z', 'o', 'ŋ', 'z', 'o', 'ŋ', 'S', 't', 'u', 'k', 'ɯ', 't', 'i', 'S', 'ŋ', 'u']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'm', 'a', 'S', 'z', 'o', 'ŋ', 'z', 'o', 'ŋ', 'S', 'ʑ', 'o', 'S', 'p', 'a', 'S', 't', 'ɕ', 'e', 'S', '*', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'ɕ', 'k', 'ɤ', 'z', 'ɯ', 'ŋ', 'z', 'a', 'ŋ', 'S', 't', 'u', 'k', 'ɯ', 't', 'i', 'S', 'ŋ', 'u']	0.908	0.917	0.967	0.9732142857142857
mtha ɯndɤcu ri woχco kɤti ci tu tɕe nɯ tɯji ɯrmi	ɯmtha ɯlɤcu ri wo ɯχco kɤti ci tu tɕe nɯ	['*', 'm', 't', 'h', 'a', 'S', 'ɯ', 'n', 'd', 'ɤ', 'c', 'u', 'S', 'r', 'i', 'S', 'w', 'o', '*', '*', 'χ', 'c', 'o', 'S', 'k', 'ɤ', 't', 'i', 'S', 'c', 'i', 'S', 't', 'u', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 't', 'ɯ', 'j', 'i', 'S', 'ɯ', 'r', 'm', 'i']	['ɯ', 'm', 't', 'h', 'a', 'S', 'ɯ', '*', 'l', 'ɤ', 'c', 'u', 'S', 'r', 'i', 'S', 'w', 'o', 'S', 'ɯ', 'χ', 'c', 'o', 'S', 'k', 'ɤ', 't', 'i', 'S', 'c', 'i', 'S', 't', 'u', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*']	0.726	0.881	0.736	0.8275862068965517
kɯxtɕi nɯnɯ alibaba pjɤrmi	kɯxtɕi nɯnɯ alibapa pjɤrmi	['k', 'ɯ', 'x', 't', 'ɕ', 'i', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'a', 'l', 'i', 'b', 'a', 'b', 'a', 'S', 'p', 'j', 'ɤ', 'r', 'm', 'i']	['k', 'ɯ', 'x', 't', 'ɕ', 'i', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'a', 'l', 'i', 'b', 'a', 'p', 'a', 'S', 'p', 'j', 'ɤ', 'r', 'm', 'i']	0.958	0.969	0.969	0.9803921568627451
tɕe ɯxtɤpa cho ɯmi ɯjaʁ ɯŋgɯchu nɯra ɲɯwɣrum	tɕe xtɤpa cho ɯmi ɯjaʁ ɯŋgɯchu nɯra ɲɯwɣrum	['t', 'ɕ', 'e', 'S', 'ɯ', 'x', 't', 'ɤ', 'p', 'a', 'S', 'c', 'h', 'o', 'S', 'ɯ', 'm', 'i', 'S', 'ɯ', 'j', 'a', 'ʁ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'c', 'h', 'u', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'ɲ', 'ɯ', 'w', 'ɣ', 'r', 'u', 'm']	['t', 'ɕ', 'e', 'S', '*', 'x', 't', 'ɤ', 'p', 'a', 'S', 'c', 'h', 'o', 'S', 'ɯ', 'm', 'i', 'S', 'ɯ', 'j', 'a', 'ʁ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'c', 'h', 'u', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'ɲ', 'ɯ', 'w', 'ɣ', 'r', 'u', 'm']	0.957	0.96	0.994	0.9883720930232558
tɕendɤre ɯpɕi ɬoʁ ʑo pɯŋu tɕe tɕendɤre lɯlu kɯ nɯɕɯmɯma ʑo kówɣndo	tɕendɤre ɯpɕiɬoʁ ʑo pɯpɯŋu tɕe tɕendɤre lɯlu kɯnɯɕɯmɯma ʑo koɣndo	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'ɯ', 'p', 'ɕ', 'i', 'S', 'ɬ', 'o', 'ʁ', 'S', 'ʑ', 'o', 'S', '*', '*', 'p', 'ɯ', 'ŋ', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'l', 'ɯ', 'l', 'u', 'S', 'k', 'ɯ', 'S', 'n', 'ɯ', 'ɕ', 'ɯ', 'm', 'ɯ', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'k', 'o', '́', 'w', 'ɣ', 'n', 'd', 'o']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'ɯ', 'p', 'ɕ', 'i', '*', 'ɬ', 'o', 'ʁ', 'S', 'ʑ', 'o', 'S', 'p', 'ɯ', 'p', 'ɯ', 'ŋ', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'l', 'ɯ', 'l', 'u', 'S', 'k', 'ɯ', '*', 'n', 'ɯ', 'ɕ', 'ɯ', 'm', 'ɯ', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'k', 'o', '*', '*', 'ɣ', 'n', 'd', 'o']	0.865	0.942	0.873	0.9541984732824428
aʑo kutɕu kɯki kɤntɕhaʁ ɯŋgɯ kɯ kuŋkea tɕe	aʑo kutɕu kɯki kɤntɕhaʁ ɯŋgɯ ki kɯŋkea tɕe kɯ	['a', 'ʑ', 'o', 'S', 'k', 'u', 't', 'ɕ', 'u', 'S', 'k', 'ɯ', 'k', 'i', 'S', 'k', 'ɤ', 'n', 't', 'ɕ', 'h', 'a', 'ʁ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'k', 'ɯ', 'S', 'k', 'u', 'ŋ', 'k', 'e', 'a', 'S', 't', 'ɕ', 'e', '*', '*', '*']	['a', 'ʑ', 'o', 'S', 'k', 'u', 't', 'ɕ', 'u', 'S', 'k', 'ɯ', 'k', 'i', 'S', 'k', 'ɤ', 'n', 't', 'ɕ', 'h', 'a', 'ʁ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'k', 'i', 'S', 'k', 'ɯ', 'ŋ', 'k', 'e', 'a', 'S', 't', 'ɕ', 'e', 'S', 'k', 'ɯ']	0.889	0.936	0.912	0.9418604651162791
tɯrme ra tɯrme ra tsuku kɯdɤn kɯ ʑo maka tukɤnɤjoʁjoʁ tukɤfstɤt nɯ ɲɯrganɯ ma khramba pɯnnɯŋu kɯnɤ 	tɯrme ra tɯrme ra tsuku kɯdɤn kɯ ʑo maka tukɤnɤjoʁjoʁ tukɤstɤn nɯ ɲɯrganɯ ma khramba pɯnɯŋu kɯnɤ	['t', 'ɯ', 'r', 'm', 'e', 'S', 'r', 'a', 'S', 't', 'ɯ', 'r', 'm', 'e', 'S', 'r', 'a', 'S', 't', 's', 'u', 'k', 'u', 'S', 'k', 'ɯ', 'd', 'ɤ', 'n', 'S', 'k', 'ɯ', 'S', 'ʑ', 'o', 'S', 'm', 'a', 'k', 'a', 'S', 't', 'u', 'k', 'ɤ', 'n', 'ɤ', 'j', 'o', 'ʁ', 'j', 'o', 'ʁ', 'S', 't', 'u', 'k', 'ɤ', 'f', 's', 't', 'ɤ', 't', 'S', 'n', 'ɯ', 'S', 'ɲ', 'ɯ', 'r', 'g', 'a', 'n', 'ɯ', 'S', 'm', 'a', 'S', 'k', 'h', 'r', 'a', 'm', 'b', 'a', 'S', 'p', 'ɯ', 'n', 'n', 'ɯ', 'ŋ', 'u', 'S', 'k', 'ɯ', 'n', 'ɤ', 'S']	['t', 'ɯ', 'r', 'm', 'e', 'S', 'r', 'a', 'S', 't', 'ɯ', 'r', 'm', 'e', 'S', 'r', 'a', 'S', 't', 's', 'u', 'k', 'u', 'S', 'k', 'ɯ', 'd', 'ɤ', 'n', 'S', 'k', 'ɯ', 'S', 'ʑ', 'o', 'S', 'm', 'a', 'k', 'a', 'S', 't', 'u', 'k', 'ɤ', 'n', 'ɤ', 'j', 'o', 'ʁ', 'j', 'o', 'ʁ', 'S', 't', 'u', 'k', 'ɤ', '*', 's', 't', 'ɤ', 'n', 'S', 'n', 'ɯ', 'S', 'ɲ', 'ɯ', 'r', 'g', 'a', 'n', 'ɯ', 'S', 'm', 'a', 'S', 'k', 'h', 'r', 'a', 'm', 'b', 'a', 'S', 'p', 'ɯ', '*', 'n', 'ɯ', 'ŋ', 'u', 'S', 'k', 'ɯ', 'n', 'ɤ', '*']	0.91	0.954	0.946	0.979381443298969
tɕendɤre to tɤmu nɯ kɯ tɤtʂu nɯ tu nɤkinɯ iɕqha nɯ ɯthoʁ nɯtɕu thɤlwa tɯspra tomɟa tɕe nɤkinɯ 	tɕendɤre tɤmun kɯ tɤtʂu nɯ nɤkinɯ iɕqha nɯ ɯthoʁ nɯ tɕe thɤlwa tɯsprat tomɟa tɕe nɤkinɯ	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 't', 'o', 'S', 't', 'ɤ', 'm', 'u', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'S', 't', 'ɤ', 't', 'ʂ', 'u', 'S', 'n', 'ɯ', 'S', 't', 'u', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'n', 'ɯ', 'S', 'ɯ', 't', 'h', 'o', 'ʁ', 'S', 'n', 'ɯ', '*', 't', 'ɕ', 'u', 'S', 't', 'h', 'ɤ', 'l', 'w', 'a', 'S', 't', 'ɯ', 's', 'p', 'r', 'a', '*', 'S', 't', 'o', 'm', 'ɟ', 'a', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 't', '*', '*', '*', 'ɤ', 'm', 'u', '*', 'n', '*', 'S', 'k', 'ɯ', 'S', 't', 'ɤ', 't', 'ʂ', 'u', 'S', 'n', 'ɯ', '*', '*', '*', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'n', 'ɯ', 'S', 'ɯ', 't', 'h', 'o', 'ʁ', 'S', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 't', 'h', 'ɤ', 'l', 'w', 'a', 'S', 't', 'ɯ', 's', 'p', 'r', 'a', 't', 'S', 't', 'o', 'm', 'ɟ', 'a', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', '*']	0.919	0.944	0.907	0.9333333333333333
nɯ ɯŋgɯ kurɤʑi ɲɯsɯsɤm toti	nɯ ɯŋgɯ kurɤʑi ɲɯsɯsɤm toti	['n', 'ɯ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'k', 'u', 'r', 'ɤ', 'ʑ', 'i', 'S', 'ɲ', 'ɯ', 's', 'ɯ', 's', 'ɤ', 'm', 'S', 't', 'o', 't', 'i']	['n', 'ɯ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'k', 'u', 'r', 'ɤ', 'ʑ', 'i', 'S', 'ɲ', 'ɯ', 's', 'ɯ', 's', 'ɤ', 'm', 'S', 't', 'o', 't', 'i']	1.0	1.0	1.0	1.0
mɯɕɯku kɤti nɯnɯ nɯ praʁwɯ ɯlɤcu 	mɯɕɯku kɤti nɯ nɯnɯ praʁβɯlɤcu	['m', 'ɯ', 'ɕ', 'ɯ', 'k', 'u', 'S', 'k', 'ɤ', 't', 'i', 'S', 'n', 'ɯ', '*', 'n', 'ɯ', 'S', 'n', 'ɯ', 'S', 'p', 'r', 'a', 'ʁ', 'w', 'ɯ', 'S', 'ɯ', 'l', 'ɤ', 'c', 'u', 'S']	['m', 'ɯ', 'ɕ', 'ɯ', 'k', 'u', 'S', 'k', 'ɤ', 't', 'i', 'S', 'n', 'ɯ', 'S', 'n', 'ɯ', '*', 'n', 'ɯ', 'S', 'p', 'r', 'a', 'ʁ', '*', '*', 'β', 'ɯ', 'l', 'ɤ', 'c', 'u', '*']	0.817	0.882	0.861	0.9032258064516129
tɕendɤre kɯki pɤjkhu raz nɯ ɲɯɤsɯtaʁ ɕti toti	tɕendɤre kɯki pɤjkhɯ raz nɯ ɲɤsɯtaʁ ɕti toti tɕendɤre	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'k', 'ɯ', 'k', 'i', 'S', 'p', 'ɤ', 'j', 'k', 'h', 'u', 'S', 'r', 'a', 'z', 'S', 'n', 'ɯ', 'S', 'ɲ', 'ɯ', 'ɤ', 's', 'ɯ', 't', 'a', 'ʁ', 'S', 'ɕ', 't', 'i', 'S', 't', 'o', 't', 'i', '*', '*', '*', '*', '*', '*', '*', '*', '*']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'k', 'ɯ', 'k', 'i', 'S', 'p', 'ɤ', 'j', 'k', 'h', 'ɯ', 'S', 'r', 'a', 'z', 'S', 'n', 'ɯ', 'S', 'ɲ', '*', 'ɤ', 's', 'ɯ', 't', 'a', 'ʁ', 'S', 'ɕ', 't', 'i', 'S', 't', 'o', 't', 'i', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	0.826	0.828	0.898	0.8865979381443299
tɕendɤre nɯ kɯfse pjɤŋu tɕe	tɕendɤre nɯ kɯfse pjɤŋu tɕe	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	1.0	1.0	1.0	1.0
ɕtuɣɤŋoʁ mɤjɤɣ toti	ɕtuɣɤŋoʁ mɤjɤɣ i	['ɕ', 't', 'u', 'ɣ', 'ɤ', 'ŋ', 'o', 'ʁ', 'S', 'm', 'ɤ', 'j', 'ɤ', 'ɣ', 'S', 't', 'o', 't', 'i']	['ɕ', 't', 'u', 'ɣ', 'ɤ', 'ŋ', 'o', 'ʁ', 'S', 'm', 'ɤ', 'j', 'ɤ', 'ɣ', 'S', '*', '*', '*', 'i']	0.859	0.923	0.91	0.9117647058823529
nɯ kɯ tɕhi tatɯt ʑo nɯnɯ iɕqha tɤru ɯtɕɯ nɯ kɯ kusɤŋɤm pjɤŋu	nɯ kɯ tɕhi tatɯtɯt ʑo nɯnɯ iɕqha tɤrutɕɯ nɯ kɯ kusɤŋɤm pjɤŋu	['n', 'ɯ', 'S', 'k', 'ɯ', 'S', 't', 'ɕ', 'h', 'i', 'S', 't', 'a', 't', 'ɯ', 't', '*', '*', 'S', 'ʑ', 'o', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 't', 'ɤ', 'r', 'u', 'S', 'ɯ', 't', 'ɕ', 'ɯ', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'S', 'k', 'u', 's', 'ɤ', 'ŋ', 'ɤ', 'm', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u']	['n', 'ɯ', 'S', 'k', 'ɯ', 'S', 't', 'ɕ', 'h', 'i', 'S', 't', 'a', 't', 'ɯ', 't', 'ɯ', 't', 'S', 'ʑ', 'o', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 't', 'ɤ', 'r', 'u', '*', '*', 't', 'ɕ', 'ɯ', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'S', 'k', 'u', 's', 'ɤ', 'ŋ', 'ɤ', 'm', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u']	0.941	0.94	0.943	0.9663865546218487
nɯnɯ tɕe nɤkinɯ ɯŋgɯ nɯtɕu βʑɯ ci pjɤ pjɤrɤʑi	nɯnɯ tɕe nɤkinɯ ɯŋgɯ nɯ tɕu ʑɯ ci pjɤ pjɤrɤʑi	['n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'n', 'ɯ', '*', 't', 'ɕ', 'u', 'S', 'β', 'ʑ', 'ɯ', 'S', 'c', 'i', 'S', 'p', 'j', 'ɤ', 'S', 'p', 'j', 'ɤ', 'r', 'ɤ', 'ʑ', 'i']	['n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'n', 'ɯ', 'S', 't', 'ɕ', 'u', 'S', '*', 'ʑ', 'ɯ', 'S', 'c', 'i', 'S', 'p', 'j', 'ɤ', 'S', 'p', 'j', 'ɤ', 'r', 'ɤ', 'ʑ', 'i']	0.892	0.942	0.895	0.9775280898876404
