Reference	Prediction	Ref_noTones	Pred_noTones	Ref_words_noTones	Pred_words_noTones	Diff_num_words	Lev_distance_noTones	Lev_distance_words_notones	Average_lev_dist_notones
kʰv̩˩mi˩˥ le˧ʂɯ˧bi˧bi˧bi˧pi˧ zo˩no˥ njæ˧sɯ˩kv̩˩ kʰv̩˩mi˩˥ kʰv̩˩mi˩˥ ɑ˩ʁo˥ le˧ʐɤ˧ le˧ʂɯ˧bi˧bi˧ le˧ʂɯ˧ɖɯ˧ɲi˧ ɑ˩pʰo˩˥ si˧dzi˩ʈʰæ˩ʈʰæ˩qo˩ nv̩˧kʰi˩dʑo˩ ʂe˧ ɖɯ˧pʰæ˧ʑi˧˥ qwæ˩ʈʂæ˩qo˥ tʰi˧ʈʰæ˧kʰɯ˥	kʰv̩˩mi˩˥ le˧ʂɯ˧bi˧bi˧pi˧bi˧ zo˩no˥ njæ˧sɯ˩kv̩˩ kʰv̩˩mi˩˥ kʰv̩˩mi˩˥ ɑ˩ʁo˧ le˧ʐɤ˧ le˧ʂɯ˧bi˧bi˧ le˧ʂɯ˧ ɖɯ˧njɤ˧ ɑ˩pʰo˩˥ si˧ ʈʰæ˧ɻæ˧ ʈʰɯ˧ɻæqɑ˩ nv̩˧kʰi˧dʑo˩ ʂe˧ ɖɯ˧pʰæ˧ʑi˧˥ qɑ˩ʈʂæ˩qo˥ tʰi˧ʈʰæ˧kʰɯ˥	kʰv̩mi leʂɯbibibipi zono njæsɯkv̩ kʰv̩mi kʰv̩mi ɑʁo leʐɤ leʂɯbibi leʂɯɖɯɲi ɑpʰo sidziʈʰæʈʰæqo nv̩kʰidʑo ʂe ɖɯpʰæʑi qwæʈʂæqo tʰiʈʰækʰɯ	kʰv̩mi leʂɯbibipibi zono njæsɯkv̩ kʰv̩mi kʰv̩mi ɑʁo leʐɤ leʂɯbibi leʂɯ ɖɯnjɤ ɑpʰo si ʈʰæɻæ ʈʰɯɻæqɑ nv̩kʰidʑo ʂe ɖɯpʰæʑi qɑʈʂæqo tʰiʈʰækʰɯ	['kʰv̩mi', 'leʂɯbibibipi', 'zono', 'njæsɯkv̩', 'kʰv̩mi', 'kʰv̩mi', 'ɑʁo', 'leʐɤ', 'leʂɯbibi', 'leʂɯɖɯɲi', 'ɑpʰo', 'sidziʈʰæʈʰæqo', 'nv̩kʰidʑo', 'ʂe', 'ɖɯpʰæʑi', 'qwæʈʂæqo', 'tʰiʈʰækʰɯ']	['kʰv̩mi', 'leʂɯbibipibi', 'zono', 'njæsɯkv̩', 'kʰv̩mi', 'kʰv̩mi', 'ɑʁo', 'leʐɤ', 'leʂɯbibi', 'leʂɯ', 'ɖɯnjɤ', 'ɑpʰo', 'si', 'ʈʰæɻæ', 'ʈʰɯɻæqɑ', 'nv̩kʰidʑo', 'ʂe', 'ɖɯpʰæʑi', 'qɑʈʂæqo', 'tʰiʈʰækʰɯ']	3	0.9111111111111111	[1.0, 0.8333333333333334, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 0.0, 0.23529411764705882, 0.18181818181818182, 0.0, 0.2857142857142857, 0.11764705882352941, 0.0]	0.6070866849413562
zo˩no˥ ʈʂʰæ˧ɣɯ˧ɲi˥pi˩hĩ˩tʰv̩˩kʰwɤ˩	zo˩n ʈʂʰæ˧ɣɯ˧ɲi˥pi˩hĩ˩ tʰ̩˧kv̩˧	zono ʈʂʰæɣɯɲipihĩtʰv̩kʰwɤ	zon ʈʂʰæɣɯɲipihĩ tʰ̩kv̩	['zono', 'ʈʂʰæɣɯɲipihĩtʰv̩kʰwɤ']	['zon', 'ʈʂʰæɣɯɲipihĩ', 'tʰ̩kv̩']	1	0.84	[0.8571428571428571, 0.7647058823529411]	0.8109243697478992
mmm…dzi˧dzi˧ʈʰæ˧qo˩di˩hĩ˩dʑo˩ mo˩kv̩˥dʑo˩ zo˩no˥ dʑɯ˩si˩bi˥di˩ɲi˩mæ˩	mm…dʑɯ˧dzi˧ʈʰæ˧qo˩di˩hĩ˩dʑo˩ mo˩kv̩˧dʑo˩ zo˩no˥ dʑɯ˩si˩bi˥di˩ɲi˩mæ˩	mmm…dzidziʈʰæqodihĩdʑo mokv̩dʑo zono dʑɯsibidiɲimæ	mm…dʑɯdziʈʰæqodihĩdʑo mokv̩dʑo zono dʑɯsibidiɲimæ	['mmm…dzidziʈʰæqodihĩdʑo', 'mokv̩dʑo', 'zono', 'dʑɯsibidiɲimæ']	['mm…dʑɯdziʈʰæqodihĩdʑo', 'mokv̩dʑo', 'zono', 'dʑɯsibidiɲimæ']	0	0.9504950495049505	[0.8888888888888888, 1.0, 1.0, 1.0]	0.9722222222222222
ə˧ʝi˧tsʰi˧ʝi˧ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩ hɑ˧ɭɯ˧ʈʂʰɯ˧ le˧pʰv̩˧˥ le˧tɕɤ˧˥ le˧tɕɤ˧˥ le˧pʰv̩˧pi˥kv̩˩mæ˩ njæ˧sɯ˩kv̩˩dʑo˩	ə˧ʝi˧tsʰi˧ʝi˧ ə˧ʝi˧ʂɯ˥ʝi˩dʑo˩ hɑ˧ɭɯ˧ʈʂʰɯ˧ le˧pʰv̩˧˥ le˧tɕɤ˧˥ le˧tɕɤ˧˥ le˧pʰv̩˧˥ pi˧kv̩˩z˩mæ˩ njæ˧sɯ˩kv̩˩dʑo˩	əʝitsʰiʝiəʝiʂɯʝidʑo hɑɭɯʈʂʰɯ lepʰv̩ letɕɤ letɕɤ lepʰv̩pikv̩mæ njæsɯkv̩dʑo	əʝitsʰiʝi əʝiʂɯʝidʑo hɑɭɯʈʂʰɯ lepʰv̩ letɕɤ letɕɤ lepʰv̩ pikv̩zmæ njæsɯkv̩dʑo	['əʝitsʰiʝiəʝiʂɯʝidʑo', 'hɑɭɯʈʂʰɯ', 'lepʰv̩', 'letɕɤ', 'letɕɤ', 'lepʰv̩pikv̩mæ', 'njæsɯkv̩dʑo']	['əʝitsʰiʝi', 'əʝiʂɯʝidʑo', 'hɑɭɯʈʂʰɯ', 'lepʰv̩', 'letɕɤ', 'letɕɤ', 'lepʰv̩', 'pikv̩zmæ', 'njæsɯkv̩dʑo']	2	0.9798657718120806	[0.6428571428571429, 0.2222222222222222, 0.14285714285714285, 0.36363636363636365, 1.0, 0.2222222222222222, 0.23529411764705882]	0.40415560163459324
hɑ˧ ɖɯ˧kʰv̩˧˥ ɖɯ˧ʂɯ˩lɑ˩gɤ˩ʂo˩ɲi˩mæ˩	hɑ˧ ɖɯ˧kʰv̩˧˥ ɖɯ˧ʂɯ˩lɑ˩gɤ˩ʂo˩ɲi˩mæ˩	hɑ ɖɯkʰv̩ ɖɯʂɯlɑgɤʂoɲimæ	hɑ ɖɯkʰv̩ ɖɯʂɯlɑgɤʂoɲimæ	['hɑ', 'ɖɯkʰv̩', 'ɖɯʂɯlɑgɤʂoɲimæ']	['hɑ', 'ɖɯkʰv̩', 'ɖɯʂɯlɑgɤʂoɲimæ']	0	1.0	[1.0, 1.0, 1.0]	1.0
le˧mo˩zo˩ le˧mo˩zo˩ le˧mo˩ hĩ˧lv̩˥ mɤ˧ʁo˧ɲi˥tsɯ˩ mv̩˩	le˧mo˩zo˩ le˧mo˧zo˩ le˧mo˩ hĩ˧lv̩˥ mɤ˧ʁo˧ɲi˥tsɯ˩ mv̩˩	lemozo lemozo lemo hĩlv̩ mɤʁoɲitsɯ mv̩	lemozo lemozo lemo hĩlv̩ mɤʁoɲitsɯ mv̩	['lemozo', 'lemozo', 'lemo', 'hĩlv̩', 'mɤʁoɲitsɯ', 'mv̩']	['lemozo', 'lemozo', 'lemo', 'hĩlv̩', 'mɤʁoɲitsɯ', 'mv̩']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
le˧pæ˧se˥hĩ˩kwɤ˩tɕɯ˩lɑ˩ hĩ˧ʈʂʰɯ˧ tʰi˩˥ ɖɯ˧v̩˧mɤ˧go˩ ɖɯ˧v̩˧mɤ˧tsʰi˧˥	le˧pæ˧se˥kwɤ˩tɕɯ˩lɑ˩ hĩ˧ʈʂʰɯ˧ tʰi˩˥ ɖɯ˧v̩˧mɤ˧go˩ ɖɯ˧vwɤ˧mɤ˧tsʰi˧	lepæsehĩkwɤtɕɯlɑ hĩʈʂʰɯ tʰi ɖɯv̩mɤgo ɖɯv̩mɤtsʰi	lepæsekwɤtɕɯlɑ hĩʈʂʰɯ tʰi ɖɯv̩mɤgo ɖɯvwɤmɤtsʰi	['lepæsehĩkwɤtɕɯlɑ', 'hĩʈʂʰɯ', 'tʰi', 'ɖɯv̩mɤgo', 'ɖɯv̩mɤtsʰi']	['lepæsekwɤtɕɯlɑ', 'hĩʈʂʰɯ', 'tʰi', 'ɖɯv̩mɤgo', 'ɖɯvwɤmɤtsʰi']	0	0.9375	[0.9032258064516129, 1.0, 1.0, 1.0, 0.8571428571428571]	0.952073732718894
ʂe˧ ɖɯ˧tɕʰi˩mɤ˩dzɯ˩ hĩ˧ʈʂʰɯ˧ pæ˧qʰwɤ˩ no˩˥ ɖɯ˧pʰæ˧di˩dʑo˩ ɖʐo˧ ʐwæ˩ɲi˥	ʂe˧ ɖɯ˧tɕʰi˩mɤ˩dzɯ˩ hĩ˧ʈʂʰɯ˧ pʰæ˧qʰwɤ˩ no˩˥ ɖɯ˧bæ˧˥di˩dʑo˩ ɖʐo˧˥ ʐwæ˩ɲi˥	ʂe ɖɯtɕʰimɤdzɯ hĩʈʂʰɯ pæqʰwɤ no ɖɯpʰædidʑo ɖʐo ʐwæɲi	ʂe ɖɯtɕʰimɤdzɯ hĩʈʂʰɯ pʰæqʰwɤ no ɖɯbædidʑo ɖʐo ʐwæɲi	['ʂe', 'ɖɯtɕʰimɤdzɯ', 'hĩʈʂʰɯ', 'pæqʰwɤ', 'no', 'ɖɯpʰædidʑo', 'ɖʐo', 'ʐwæɲi']	['ʂe', 'ɖɯtɕʰimɤdzɯ', 'hĩʈʂʰɯ', 'pʰæqʰwɤ', 'no', 'ɖɯbædidʑo', 'ɖʐo', 'ʐwæɲi']	0	0.9622641509433962	[1.0, 1.0, 1.0, 0.9230769230769231, 1.0, 0.8421052631578947, 1.0, 1.0]	0.9706477732793523
si˧dzi˩ʈʰæ˩qo˩ tʰi˩˥ no˧˥ hĩ˧dv̩˥kv̩˩mɤ˩kv̩˩ mɤ˧sɯ˥ tʰi˧dzɯ˥dʑo˩ ə˧tso˧ɲi˩ mɤ˧do˩	si˧dzi˩ ʈʰæ˩qo˩ tʰi˩˥ no˧ hĩ˧ɖv̩˥kv̩˩mɤ˩kv̩˩ mɤ˧sɯ˥ tʰi˧dzɯ˥ dʑo˩ ə˧tse˧ɲi˥ mɤ˧do˩	sidziʈʰæqo tʰi no hĩdv̩kv̩mɤkv̩ mɤsɯ tʰidzɯdʑo ətsoɲi mɤdo	sidzi ʈʰæqo tʰi no hĩɖv̩kv̩mɤkv̩ mɤsɯ tʰidzɯ dʑo ətseɲi mɤdo	['sidziʈʰæqo', 'tʰi', 'no', 'hĩdv̩kv̩mɤkv̩', 'mɤsɯ', 'tʰidzɯdʑo', 'ətsoɲi', 'mɤdo']	['sidzi', 'ʈʰæqo', 'tʰi', 'no', 'hĩɖv̩kv̩mɤkv̩', 'mɤsɯ', 'tʰidzɯ', 'dʑo', 'ətseɲi', 'mɤdo']	2	0.95	[0.6666666666666666, 0.25, 0.0, 0.0, 0.2222222222222222, 0.15384615384615385, 0.3333333333333333, 0.5714285714285714]	0.2746871184371184
ɲi˧tsi˧qʰv̩˧kv̩˧dʑo˧˥ dʑo˩ ɑ˩ʁo˧ ɖɯ˧tɑ˧˥ ə˧ʑi˧ɳɯ˥ tʰi˧dzi˩ktʰi˧dzi˩ ʈʂʰɯ˧ne˧ʝi˥ tʰi˧dzi˩	ɲi˧tsi˧qʰwæ˧kv̩˧dʑo˧˥ dʑo˩ ɑ˩ʁo˧ ɖɯ˧tɑ˧˥ ə˧ʑi˧ɳɯ˥ tʰi˧dzi˩ tʰi˧dzi˩ ʈʂʰɯ˧ne˧ʝi˥ tʰi˧dzi˩	ɲitsiqʰv̩kv̩dʑo dʑo ɑʁo ɖɯtɑ əʑiɳɯ tʰidziktʰidzi ʈʂʰɯneʝi tʰidzi	ɲitsiqʰwækv̩dʑo dʑo ɑʁo ɖɯtɑ əʑiɳɯ tʰidzi tʰidzi ʈʂʰɯneʝi tʰidzi	['ɲitsiqʰv̩kv̩dʑo', 'dʑo', 'ɑʁo', 'ɖɯtɑ', 'əʑiɳɯ', 'tʰidziktʰidzi', 'ʈʂʰɯneʝi', 'tʰidzi']	['ɲitsiqʰwækv̩dʑo', 'dʑo', 'ɑʁo', 'ɖɯtɑ', 'əʑiɳɯ', 'tʰidzi', 'tʰidzi', 'ʈʂʰɯneʝi', 'tʰidzi']	1	0.953125	[0.8666666666666667, 1.0, 1.0, 1.0, 1.0, 0.631578947368421, 0.2857142857142857, 0.2857142857142857]	0.7587092731829574
bɑ˩lɑ˩tʰi˥mv̩˩kʰɯ˩se˩ tʰi˩˥ hæ̃˧pɤ˧tʰi˧mv̩˧kʰɯ˧˥	bɑ˩lɑ˩tʰi˥mv̩˩kʰɯ˩se˩ tʰi˩˥ hæ̃˧pɤ˧tʰi˧mv̩˧kʰɯ˧˥	bɑlɑtʰimv̩kʰɯse tʰi hæ̃pɤtʰimv̩kʰɯ	bɑlɑtʰimv̩kʰɯse tʰi hæ̃pɤtʰimv̩kʰɯ	['bɑlɑtʰimv̩kʰɯse', 'tʰi', 'hæ̃pɤtʰimv̩kʰɯ']	['bɑlɑtʰimv̩kʰɯse', 'tʰi', 'hæ̃pɤtʰimv̩kʰɯ']	0	1.0	[1.0, 1.0, 1.0]	1.0
ʈʰæ˧qʰwɤ˧ʈʂʰɯ˧ ʈʂe˩kʰɯ˩ʈʂʰɯ˥ɳɯ˩ ʈʂʰɯ˧ʁo˥ɳɯ˩ hĩ˧ʈʂʰɯ˧gɤ˧ tsʰɤ˧˥ ɲi˩wɤ˩ wo˧zo˥	ʈʰæ˧qʰwɤ˧ʈʂʰɯ˧ ʈʂe˩kʰɯ˧˥ ʈʂʰɯ˧ɳɯ˧ ʈʂʰɯ˧ʁo˧ɳɯ˩ hĩ˧ʈʂʰɯ˧gɤ˧ tsʰɤ˧˥ ɲi˩wɤ˩ go˧zo˥	ʈʰæqʰwɤʈʂʰɯ ʈʂekʰɯʈʂʰɯɳɯ ʈʂʰɯʁoɳɯ hĩʈʂʰɯgɤ tsʰɤ ɲiwɤ wozo	ʈʰæqʰwɤʈʂʰɯ ʈʂekʰɯ ʈʂʰɯɳɯ ʈʂʰɯʁoɳɯ hĩʈʂʰɯgɤ tsʰɤ ɲiwɤ gozo	['ʈʰæqʰwɤʈʂʰɯ', 'ʈʂekʰɯʈʂʰɯɳɯ', 'ʈʂʰɯʁoɳɯ', 'hĩʈʂʰɯgɤ', 'tsʰɤ', 'ɲiwɤ', 'wozo']	['ʈʰæqʰwɤʈʂʰɯ', 'ʈʂekʰɯ', 'ʈʂʰɯɳɯ', 'ʈʂʰɯʁoɳɯ', 'hĩʈʂʰɯgɤ', 'tsʰɤ', 'ɲiwɤ', 'gozo']	1	0.9743589743589743	[1.0, 0.6666666666666666, 0.8571428571428571, 0.47058823529411764, 0.3076923076923077, 0.25, 0.25]	0.5431557238279927
tʰi˩˥ ʈʂʰɯ˧ne˧ʝi˥kwɤ˩tɕɯ˩lɑ˩ ə˧mi˧ tʰi˩˥ mv̩˧di˧qo˥ hĩ˧ɳɯ˩ ʈʂʰɯ˧ne˧ʝi˥ ʐwɤ˩ɲi˥tsɯ˩ mv̩	tʰi˩˥ ʈʂʰɯ˧ne˧ʝi˥kwɤ˩tɕɯ˩lɑ˩ ə˧mi˧ɯ tʰi˩˥ mv̩˧di˧qo˥ hĩ˧ɳɯ˩ ʈʂʰɯ˧ne˧ʝi˥ ʐwɤ˩ɲi˥tsɯ˩ wɤ˩	tʰi ʈʂʰɯneʝikwɤtɕɯlɑ əmi tʰi mv̩diqo hĩɳɯ ʈʂʰɯneʝi ʐwɤɲitsɯ mv̩	tʰi ʈʂʰɯneʝikwɤtɕɯlɑ əmiɯ tʰi mv̩diqo hĩɳɯ ʈʂʰɯneʝi ʐwɤɲitsɯ wɤ	['tʰi', 'ʈʂʰɯneʝikwɤtɕɯlɑ', 'əmi', 'tʰi', 'mv̩diqo', 'hĩɳɯ', 'ʈʂʰɯneʝi', 'ʐwɤɲitsɯ', 'mv̩']	['tʰi', 'ʈʂʰɯneʝikwɤtɕɯlɑ', 'əmiɯ', 'tʰi', 'mv̩diqo', 'hĩɳɯ', 'ʈʂʰɯneʝi', 'ʐwɤɲitsɯ', 'wɤ']	0	0.953125	[1.0, 1.0, 0.8571428571428571, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]	0.873015873015873
ə˧ʝi˧ʂɯ˥ʝi˩ tʰi˩˥ nɑ˩hɑ˥dʑo˩ no˧ɳɯ˧ pi˧ni˧˥ nɑ˩hɑ˥dʑo˩ ə˧mɑ˧ɳɯ˧ pi˧ni˧˥ zo˩	ə˧ʝi˧ʂɯ˥ʝi˩ tʰi˩˥ nɑ˩hɑ˥dʑo˩ no˧ɳɯ˧ pi˧ni˧˥ nɑ˩hɑ˥dʑo˩ ə˧mɑ˧ɳɯ˧ pi˧ni˧˥ wo˩˥	əʝiʂɯʝi tʰi nɑhɑdʑo noɳɯ pini nɑhɑdʑo əmɑɳɯ pini zo	əʝiʂɯʝi tʰi nɑhɑdʑo noɳɯ pini nɑhɑdʑo əmɑɳɯ pini wo	['əʝiʂɯʝi', 'tʰi', 'nɑhɑdʑo', 'noɳɯ', 'pini', 'nɑhɑdʑo', 'əmɑɳɯ', 'pini', 'zo']	['əʝiʂɯʝi', 'tʰi', 'nɑhɑdʑo', 'noɳɯ', 'pini', 'nɑhɑdʑo', 'əmɑɳɯ', 'pini', 'wo']	0	0.9803921568627451	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5]	0.9444444444444444
zo˩no˥əəə… ʐwæ˧tɕɯ˩hĩ˩ ɖɯ˧pi˧˥ hɤ˩hĩ˩˥ tʰo˩lo˥ ɻ̍˩ɻ̍˧lo˩ pi˧ di˩hĩ˩˥ dʑo˩ tsʰo˧pæ˧mv̩˥ʈʂæ˩kv̩˩mæ˩	zo˩no˥ ə… ʐwæ˧tɕɯ˩ ɖɯ˧pi˧˥ hɤ˩hĩ˩˥ tʰo˩lo˥ ɻ̍˧ɻ̍˧lo˩ pi˧ di˩hĩ˩dʑo˩ tsʰo˧pæ˧mv̩˥ʈʂæ˩ɣkv̩˩mæ˩	zonoəəə… ʐwætɕɯhĩ ɖɯpi hɤhĩ tʰolo ɻ̍ɻ̍lo pi dihĩ dʑo tsʰopæmv̩ʈʂækv̩mæ	zono ə… ʐwætɕɯ ɖɯpi hɤhĩ tʰolo ɻ̍ɻ̍lo pi dihĩdʑo tsʰopæmv̩ʈʂæɣkv̩mæ	['zonoəəə…', 'ʐwætɕɯhĩ', 'ɖɯpi', 'hɤhĩ', 'tʰolo', 'ɻ̍ɻ̍lo', 'pi', 'dihĩ', 'dʑo', 'tsʰopæmv̩ʈʂækv̩mæ']	['zono', 'ə…', 'ʐwætɕɯ', 'ɖɯpi', 'hɤhĩ', 'tʰolo', 'ɻ̍ɻ̍lo', 'pi', 'dihĩdʑo', 'tsʰopæmv̩ʈʂæɣkv̩mæ']	0	0.9436619718309859	[0.6666666666666666, 0.0, 0.2, 0.2222222222222222, 0.0, 0.36363636363636365, 0.0, 0.2857142857142857, 0.5454545454545454, 0.9714285714285714]	0.32551226551226553
tʰi˩˥ ʈʂʰɯ˧ne˧ʝi˥se˩dʑo˩ ə˧ʝi˧ʂɯ˥ʝi˩ njɤ˧ ə˧si˧ ʈʂʰɯ˧dʑo˩ zo˩no˥ hĩ˧ɻæ˥ ʁwɤ˧qo˧ ʈʂʰɯ˧ne˧ʝi˥ pi˧kv̩˩	tʰi˩˥ ʈʂʰɯ˧ne˧ʝi˥tsʰɯ˩dʑo˩ ə˧ʝi˧ʂɯ˥ʝi˩ njɤ˧ ə˧si˧ʈʂʰɯ˥dʑo˩ zo˩no˥ hĩ˧ɻæ˥ ʁwɤ˧qo˥ ʈʂʰɯ˧ne˧ʝi˥ pi˧kv̩˩	tʰi ʈʂʰɯneʝisedʑo əʝiʂɯʝi njɤ əsi ʈʂʰɯdʑo zono hĩɻæ ʁwɤqo ʈʂʰɯneʝi pikv̩	tʰi ʈʂʰɯneʝitsʰɯdʑo əʝiʂɯʝi njɤ əsiʈʂʰɯdʑo zono hĩɻæ ʁwɤqo ʈʂʰɯneʝi pikv̩	['tʰi', 'ʈʂʰɯneʝisedʑo', 'əʝiʂɯʝi', 'njɤ', 'əsi', 'ʈʂʰɯdʑo', 'zono', 'hĩɻæ', 'ʁwɤqo', 'ʈʂʰɯneʝi', 'pikv̩']	['tʰi', 'ʈʂʰɯneʝitsʰɯdʑo', 'əʝiʂɯʝi', 'njɤ', 'əsiʈʂʰɯdʑo', 'zono', 'hĩɻæ', 'ʁwɤqo', 'ʈʂʰɯneʝi', 'pikv̩']	-1	0.9659863945578231	[1.0, 0.8571428571428571, 1.0, 1.0, 0.46153846153846156, 0.18181818181818182, 0.0, 0.0, 0.0, 0.15384615384615385, 0.0]	0.4231223322132413
no˧sɯ˩kv̩˩ njɤ˧ɳnjɤ˧ki˧gɤ˩ ʈʂʰɯ˧ne˧ʝi˥ æ˧ʝi˩kʰɯ˩tsʰɯ˩ze˩ pi˧zo˩ ʈʂʰɯ˧ne˧ʝi˥ pi˧kv̩˩tsɯ˩ mv̩	no˧sɯ˩kv̩˩ njɤ˧ɲi njɤ˧ki˧bi˩ ʈʂʰɯ˧ne˧ʝi˥ æ˧ʝi˩kʰɯ˩tsʰɯ˩ze˩ pi˧zo˩ ʈʂʰɯ˧ne˧ʝi˥ pi˧kv̩˩tsɯ˩ mv̩˩	nosɯkv̩ njɤɳnjɤkigɤ ʈʂʰɯneʝi æʝikʰɯtsʰɯze pizo ʈʂʰɯneʝi pikv̩tsɯ mv̩	nosɯkv̩ njɤɲi njɤkibi ʈʂʰɯneʝi æʝikʰɯtsʰɯze pizo ʈʂʰɯneʝi pikv̩tsɯ mv̩	['nosɯkv̩', 'njɤɳnjɤkigɤ', 'ʈʂʰɯneʝi', 'æʝikʰɯtsʰɯze', 'pizo', 'ʈʂʰɯneʝi', 'pikv̩tsɯ', 'mv̩']	['nosɯkv̩', 'njɤɲi', 'njɤkibi', 'ʈʂʰɯneʝi', 'æʝikʰɯtsʰɯze', 'pizo', 'ʈʂʰɯneʝi', 'pikv̩tsɯ', 'mv̩']	1	0.9420289855072463	[1.0, 0.5, 0.26666666666666666, 0.3, 0.25, 0.16666666666666666, 0.125, 0.36363636363636365]	0.37149621212121214
zo˩no˥ hĩ˧ le˧ʂɯ˧ ɖɯ˧tɑ˧˥ ʂɯ˧tso˧lɑ˩ɲi˩ ə˧mi˧ le˧ʂɯ˧ njɤ˧ ʂɯ˧tso˧lɑ˩ɲi˩ pi˧	ə˩nie˩ hĩ˧ le˧ʂɯ˧ ɖɯ˧tɑ˧˥ ʂɯ˧tso˧lɑ˩ ə˧mi˧ le˧ʂe˧njɤ˧ ʂɯ˧tsɯ˧lɑ˩ɲi˩ pi˧	zono hĩ leʂɯ ɖɯtɑ ʂɯtsolɑɲi əmi leʂɯ njɤ ʂɯtsolɑɲi pi	ənie hĩ leʂɯ ɖɯtɑ ʂɯtsolɑ əmi leʂenjɤ ʂɯtsɯlɑɲi pi	['zono', 'hĩ', 'leʂɯ', 'ɖɯtɑ', 'ʂɯtsolɑɲi', 'əmi', 'leʂɯ', 'njɤ', 'ʂɯtsolɑɲi', 'pi']	['ənie', 'hĩ', 'leʂɯ', 'ɖɯtɑ', 'ʂɯtsolɑ', 'əmi', 'leʂenjɤ', 'ʂɯtsɯlɑɲi', 'pi']	-1	0.8761904761904762	[0.25, 1.0, 1.0, 1.0, 0.875, 1.0, 0.5454545454545454, 0.0, 0.18181818181818182, 0.0]	0.5852272727272727
li˩ʈʂwæ˧ɻ̍˧pi˥	li˩ʈʂwæ˧ɻ̍˧pi˥	liʈʂwæɻ̍pi	liʈʂwæɻ̍pi	['liʈʂwæɻ̍pi']	['liʈʂwæɻ̍pi']	0	1.0	[1.0]	1.0
ʐɤ˩mi˩˥ no˩qo˥hɑ̃˩lɑ˩ɲi˩ dʑɯ˩ʁo˩˥	ʐɤ˩mi˩˥ no˩qo˧hɑ̃˩lɑ˩ɲi˩ dʑɯ˩ʁo˩˥	ʐɤmi noqohɑ̃lɑɲi dʑɯʁo	ʐɤmi noqohɑ̃lɑɲi dʑɯʁo	['ʐɤmi', 'noqohɑ̃lɑɲi', 'dʑɯʁo']	['ʐɤmi', 'noqohɑ̃lɑɲi', 'dʑɯʁo']	0	1.0	[1.0, 1.0, 1.0]	1.0
ʈʂʰɯ˧ɻ̍˩ tɕʰi˩tʰv̩˩tso˥ɲi˩tsɯ˩ ʈʂʰɯ˧ɻ̍˩ zo˧ɖɯ˧ɳɯ˥ tɕʰi˩tʰv̩˩tso˥ɲi˩tsɯ˩ ə˧sɯ˩kv̩˩ bi˧zo˧ʝi˧ pi˧	ʈʂʰɯ˧ tɕʰi˩tʰv̩˩tso˥ɲi˩tsɯ˩ ʈʂʰɯ˧ zo˧ɖɯ˧ɳɯ˥ tɕʰi˩tʰv̩˧tso˥ɲi˩tsɯ˩ ə˧sɯ˩kv̩˩ bi˧zo˧ʝi˥ pi˧	ʈʂʰɯɻ̍ tɕʰitʰv̩tsoɲitsɯ ʈʂʰɯɻ̍ zoɖɯɳɯ tɕʰitʰv̩tsoɲitsɯ əsɯkv̩ bizoʝi pi	ʈʂʰɯ tɕʰitʰv̩tsoɲitsɯ ʈʂʰɯ zoɖɯɳɯ tɕʰitʰv̩tsoɲitsɯ əsɯkv̩ bizoʝi pi	['ʈʂʰɯɻ̍', 'tɕʰitʰv̩tsoɲitsɯ', 'ʈʂʰɯɻ̍', 'zoɖɯɳɯ', 'tɕʰitʰv̩tsoɲitsɯ', 'əsɯkv̩', 'bizoʝi', 'pi']	['ʈʂʰɯ', 'tɕʰitʰv̩tsoɲitsɯ', 'ʈʂʰɯ', 'zoɖɯɳɯ', 'tɕʰitʰv̩tsoɲitsɯ', 'əsɯkv̩', 'bizoʝi', 'pi']	0	0.9710144927536232	[0.8, 1.0, 0.8, 1.0, 1.0, 1.0, 1.0, 1.0]	0.95
tʰi˩˥ əəə…əəə…ɑ˩ʁo˧le˧jo˩kv̩˩mæ˩ tʰi˩˥	tʰi˩˥ ə…ɑ˩ʁo˧le˧jo˩kv̩˩mæ˩ tʰi˩˥	tʰi əəə…əəə…ɑʁolejokv̩mæ tʰi	tʰi ə…ɑʁolejokv̩mæ tʰi	['tʰi', 'əəə…əəə…ɑʁolejokv̩mæ', 'tʰi']	['tʰi', 'ə…ɑʁolejokv̩mæ', 'tʰi']	0	0.88	[1.0, 0.8235294117647058, 1.0]	0.9411764705882353
