Reference	Prediction	Ref_char	Pred_char	F_score_char	Precision_char	Recall_char
kɯnɯsuwa tɕe kɯnɯzhangang 站岗	kɯnɯsɤwa tɕe kɯnɯtʂangang fangshao di	['k', 'ɯ', 'n', 'ɯ', 's', 'u', 'w', 'a', 'S', 't', 'ɕ', 'e', 'S', 'k', 'ɯ', 'n', 'ɯ', 'z', 'h', 'a', 'n', 'g', 'a', 'n', 'g', '*', '*', '*', 'S', '站', '岗', '*', '*', '*', '*', '*', '*']	['k', 'ɯ', 'n', 'ɯ', 's', 'ɤ', 'w', 'a', 'S', 't', 'ɕ', 'e', 'S', 'k', 'ɯ', 'n', 'ɯ', 't', 'ʂ', 'a', 'n', 'g', 'a', 'n', 'g', 'S', 'f', 'a', 'n', 'g', 's', 'h', 'a', 'o', 'S', 'd', 'i']	0.406	0.59	0.725
aʑo nɤki tɤɕime ci ŋua ri koŋla ʑo tɤɕime ŋua toti	aʑo nɤki tɤɕime ci ŋua ri koŋla ʑo tɤɕime ŋua toti	['a', 'ʑ', 'o', 'S', 'n', 'ɤ', 'k', 'i', 'S', 't', 'ɤ', 'ɕ', 'i', 'm', 'e', 'S', 'c', 'i', 'S', 'ŋ', 'u', 'a', 'S', 'r', 'i', 'S', 'k', 'o', 'ŋ', 'l', 'a', 'S', 'ʑ', 'o', 'S', 't', 'ɤ', 'ɕ', 'i', 'm', 'e', 'S', 'ŋ', 'u', 'a', 'S', 't', 'o', 't', 'i']	['a', 'ʑ', 'o', 'S', 'n', 'ɤ', 'k', 'i', 'S', 't', 'ɤ', 'ɕ', 'i', 'm', 'e', 'S', 'c', 'i', 'S', 'ŋ', 'u', 'a', 'S', 'r', 'i', 'S', 'k', 'o', 'ŋ', 'l', 'a', 'S', 'ʑ', 'o', 'S', 't', 'ɤ', 'ɕ', 'i', 'm', 'e', 'S', 'ŋ', 'u', 'a', 'S', 't', 'o', 't', 'i']	1.0	1.0	1.0
nɯreri praʁ ɯŋgɯ ri tʂu tukɯɣi ra tɕe	nɯreri praʁ ɯŋgɯ ri tʂu tukɯɣi ra tɕe	['n', 'ɯ', 'r', 'e', 'r', 'i', 'S', 'p', 'r', 'a', 'ʁ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'r', 'i', 'S', 't', 'ʂ', 'u', 'S', 't', 'u', 'k', 'ɯ', 'ɣ', 'i', 'S', 'r', 'a', 'S', 't', 'ɕ', 'e']	['n', 'ɯ', 'r', 'e', 'r', 'i', 'S', 'p', 'r', 'a', 'ʁ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'r', 'i', 'S', 't', 'ʂ', 'u', 'S', 't', 'u', 'k', 'ɯ', 'ɣ', 'i', 'S', 'r', 'a', 'S', 't', 'ɕ', 'e']	1.0	1.0	1.0
tɕe tɯrmɯ kɤɣe jamar tɕe tɕendɤre	tɕe tɯrmɯ kɤɣe jamar tɕe tɕendɤre	['t', 'ɕ', 'e', 'S', 't', 'ɯ', 'r', 'm', 'ɯ', 'S', 'k', 'ɤ', 'ɣ', 'e', 'S', 'j', 'a', 'm', 'a', 'r', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	['t', 'ɕ', 'e', 'S', 't', 'ɯ', 'r', 'm', 'ɯ', 'S', 'k', 'ɤ', 'ɣ', 'e', 'S', 'j', 'a', 'm', 'a', 'r', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	1.0	1.0	1.0
arŋi	arŋi	['a', 'r', 'ŋ', 'i']	['a', 'r', 'ŋ', 'i']	1.0	1.0	1.0
tɕe mɯntoʁ mɤʑɯ kɯmpɕɤr ɲɯtɯɤpanɯ ɕti toti ɲɯŋu	tɕe mɯntoʁ mɤʑɯ ʑo kɯmpɕɤr ɲɯtɤpanɯ ɕti toti ɲɯŋu	['t', 'ɕ', 'e', 'S', 'm', 'ɯ', 'n', 't', 'o', 'ʁ', 'S', 'm', 'ɤ', 'ʑ', 'ɯ', 'S', '*', '*', '*', 'k', 'ɯ', 'm', 'p', 'ɕ', 'ɤ', 'r', 'S', 'ɲ', 'ɯ', 't', 'ɯ', 'ɤ', 'p', 'a', 'n', 'ɯ', 'S', 'ɕ', 't', 'i', 'S', 't', 'o', 't', 'i', 'S', 'ɲ', 'ɯ', 'ŋ', 'u']	['t', 'ɕ', 'e', 'S', 'm', 'ɯ', 'n', 't', 'o', 'ʁ', 'S', 'm', 'ɤ', 'ʑ', 'ɯ', 'S', 'ʑ', 'o', 'S', 'k', 'ɯ', 'm', 'p', 'ɕ', 'ɤ', 'r', 'S', 'ɲ', 'ɯ', 't', '*', 'ɤ', 'p', 'a', 'n', 'ɯ', 'S', 'ɕ', 't', 'i', 'S', 't', 'o', 't', 'i', 'S', 'ɲ', 'ɯ', 'ŋ', 'u']	0.916	0.902	0.943
tɕendɤre kɯki tɤtɕɯ ki kɯ nɯnɯ wuma ʑo nɯnɯ pɯkɤnɤtsɯ nɯnɯ nɤkinɯ nɤkinɯ tosɯsaχsɤl ɕti ndɤre 	tɕendɤre kɯki tɤtɕɯ kɯ kɯ nɯnɯ wuma ʑo nɯnɯ pɯkɤnɤtsɯ nɯnɯ nɤkinɯ nɤkinɯ tosaχsɤl ɕti ndɤre	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'k', 'ɯ', 'k', 'i', 'S', 't', 'ɤ', 't', 'ɕ', 'ɯ', 'S', 'k', 'i', 'S', 'k', 'ɯ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'w', 'u', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'p', 'ɯ', 'k', 'ɤ', 'n', 'ɤ', 't', 's', 'ɯ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 't', 'o', 's', 'ɯ', 's', 'a', 'χ', 's', 'ɤ', 'l', 'S', 'ɕ', 't', 'i', 'S', 'n', 'd', 'ɤ', 'r', 'e', 'S']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'k', 'ɯ', 'k', 'i', 'S', 't', 'ɤ', 't', 'ɕ', 'ɯ', 'S', 'k', 'ɯ', 'S', 'k', 'ɯ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'w', 'u', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'p', 'ɯ', 'k', 'ɤ', 'n', 'ɤ', 't', 's', 'ɯ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 't', 'o', '*', '*', 's', 'a', 'χ', 's', 'ɤ', 'l', 'S', 'ɕ', 't', 'i', 'S', 'n', 'd', 'ɤ', 'r', 'e', '*']	0.938	0.951	0.973
ɯzwa ɯʑoz ɯci ɯʑoz kɯfse ɲɯɤrɤmgrɯndɯr ŋu	ɯzwa ɯʑoz ɯci ɯʑoz kɯfse ɲɯɤrɤmgrɯndrŋu	['ɯ', 'z', 'w', 'a', 'S', 'ɯ', 'ʑ', 'o', 'z', 'S', 'ɯ', 'c', 'i', 'S', 'ɯ', 'ʑ', 'o', 'z', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'ɲ', 'ɯ', 'ɤ', 'r', 'ɤ', 'm', 'g', 'r', 'ɯ', 'n', 'd', 'ɯ', 'r', 'S', 'ŋ', 'u']	['ɯ', 'z', 'w', 'a', 'S', 'ɯ', 'ʑ', 'o', 'z', 'S', 'ɯ', 'c', 'i', 'S', 'ɯ', 'ʑ', 'o', 'z', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 'ɲ', 'ɯ', 'ɤ', 'r', 'ɤ', 'm', 'g', 'r', 'ɯ', 'n', 'd', '*', 'r', '*', 'ŋ', 'u']	0.95	0.957	0.987
kɯki nɯ ma aʑo fɕata me tɕe kɯki aʑo ɕkom tumtshia ki ɣɯ ɯχpi ci pjɯfɕata toti	t nɯ ma aʑo ɯfɕata me tɕe kɯki aʑo ɕkom tumtshea kɯ ɣɤχti ci pjɯfɕata toti	['k', 'ɯ', 'k', 'i', 'S', 'n', 'ɯ', 'S', 'm', 'a', 'S', 'a', 'ʑ', 'o', 'S', '*', 'f', 'ɕ', 'a', 't', 'a', 'S', 'm', 'e', 'S', 't', 'ɕ', 'e', 'S', 'k', 'ɯ', 'k', 'i', 'S', 'a', 'ʑ', 'o', 'S', 'ɕ', 'k', 'o', 'm', 'S', 't', 'u', 'm', 't', 's', 'h', 'i', 'a', 'S', 'k', 'i', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 'χ', 'p', 'i', 'S', 'c', 'i', 'S', 'p', 'j', 'ɯ', 'f', 'ɕ', 'a', 't', 'a', 'S', 't', 'o', 't', 'i']	['*', '*', '*', 't', 'S', 'n', 'ɯ', 'S', 'm', 'a', 'S', 'a', 'ʑ', 'o', 'S', 'ɯ', 'f', 'ɕ', 'a', 't', 'a', 'S', 'm', 'e', 'S', 't', 'ɕ', 'e', 'S', 'k', 'ɯ', 'k', 'i', 'S', 'a', 'ʑ', 'o', 'S', 'ɕ', 'k', 'o', 'm', 'S', 't', 'u', 'm', 't', 's', 'h', 'e', 'a', 'S', 'k', 'ɯ', 'S', 'ɣ', '*', '*', 'ɤ', 'χ', 't', 'i', 'S', 'c', 'i', 'S', 'p', 'j', 'ɯ', 'f', 'ɕ', 'a', 't', 'a', 'S', 't', 'o', 't', 'i']	0.843	0.871	0.877
tɕe nɤkinɯ iɕqha	tɕe nɤkinɯ iɕqha	['t', 'ɕ', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a']	['t', 'ɕ', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a']	1.0	1.0	1.0
qachɣa nɯnɯ qachɣa ɣɯ ɯndʐi nɯnɯ nɤkinɯ	chɣa nɯnɯ qachɣa ɣɯ ɯndʐi nɯnɯ nɤki	['q', 'a', 'c', 'h', 'ɣ', 'a', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'q', 'a', 'c', 'h', 'ɣ', 'a', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 'n', 'd', 'ʐ', 'i', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ']	['*', '*', 'c', 'h', 'ɣ', 'a', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'q', 'a', 'c', 'h', 'ɣ', 'a', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 'n', 'd', 'ʐ', 'i', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', '*', '*']	0.884	0.929	0.926
mɯpjɤnɯtso tɕe tɕe 	mɯpjɤnɯtso tɕe aɕi dɤ mti ɕa	['m', 'ɯ', 'p', 'j', 'ɤ', 'n', 'ɯ', 't', 's', 'o', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', '*', '*', '*', '*', '*', '*', '*', '*', '*']	['m', 'ɯ', 'p', 'j', 'ɤ', 'n', 'ɯ', 't', 's', 'o', 'S', 't', 'ɕ', 'e', 'S', 'a', 'ɕ', 'i', 'S', 'd', 'ɤ', 'S', 'm', 't', 'i', 'S', 'ɕ', 'a']	0.639	0.683	0.885
nɯ ɕkrɤz ʁɟa ʑo sɯŋgɯ ŋu tɕe	nɯ ɕkrɤz ʁɟa ʑo sɯŋgɯ ŋu tɕe	['n', 'ɯ', 'S', 'ɕ', 'k', 'r', 'ɤ', 'z', 'S', 'ʁ', 'ɟ', 'a', 'S', 'ʑ', 'o', 'S', 's', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	['n', 'ɯ', 'S', 'ɕ', 'k', 'r', 'ɤ', 'z', 'S', 'ʁ', 'ɟ', 'a', 'S', 'ʑ', 'o', 'S', 's', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	1.0	1.0	1.0
tɕe prɤm pjɯ́wɣlɤt qhae tɕe qartsɯ tɕe paʁndza nɯnɯ stoʁ ɯβɣi nɯ ŋu	tɕe ɯprɯm pjɯ́wɣlɤt qhe tɕe qartsɯ tɕe paʁndza nɯ stoʁ ɯβɣi nɯ ŋu	['t', 'ɕ', 'e', 'S', '*', 'p', 'r', 'ɤ', 'm', 'S', 'p', 'j', 'ɯ', '́', 'w', 'ɣ', 'l', 'ɤ', 't', 'S', 'q', 'h', 'a', 'e', 'S', 't', 'ɕ', 'e', 'S', 'q', 'a', 'r', 't', 's', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'p', 'a', 'ʁ', 'n', 'd', 'z', 'a', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 's', 't', 'o', 'ʁ', 'S', 'ɯ', 'β', 'ɣ', 'i', 'S', 'n', 'ɯ', 'S', 'ŋ', 'u']	['t', 'ɕ', 'e', 'S', 'ɯ', 'p', 'r', 'ɯ', 'm', 'S', 'p', 'j', 'ɯ', '́', 'w', 'ɣ', 'l', 'ɤ', 't', 'S', 'q', 'h', '*', 'e', 'S', 't', 'ɕ', 'e', 'S', 'q', 'a', 'r', 't', 's', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'p', 'a', 'ʁ', 'n', 'd', 'z', 'a', 'S', '*', '*', 'n', 'ɯ', 'S', 's', 't', 'o', 'ʁ', 'S', 'ɯ', 'β', 'ɣ', 'i', 'S', 'n', 'ɯ', 'S', 'ŋ', 'u']	0.934	0.954	0.923
tɕe nɯ toʁde tɤnɯna tɕe tɕe li kɤndza ra khro tondza tɕe tɕendɤre	tɕe nɯ toʁde tonɯna tɕe tɕe li kɤndza ra khro tondza tɕe tɕendɤre	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 't', 'o', 'ʁ', 'd', 'e', 'S', 't', 'ɤ', 'n', 'ɯ', 'n', 'a', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'l', 'i', 'S', 'k', 'ɤ', 'n', 'd', 'z', 'a', 'S', 'r', 'a', 'S', 'k', 'h', 'r', 'o', 'S', 't', 'o', 'n', 'd', 'z', 'a', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 't', 'o', 'ʁ', 'd', 'e', 'S', 't', 'o', 'n', 'ɯ', 'n', 'a', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'l', 'i', 'S', 'k', 'ɤ', 'n', 'd', 'z', 'a', 'S', 'r', 'a', 'S', 'k', 'h', 'r', 'o', 'S', 't', 'o', 'n', 'd', 'z', 'a', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	0.98	0.985	0.98
ɯʑo kɯ iɕqha χɕɤlkɯm nɯtɕu juru tɕe tɕendɤre	ɯʑo kɯ iɕqha χɕɤl kɯm nɯ tɕu juru tɕe tɕendɤre	['ɯ', 'ʑ', 'o', 'S', 'k', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'χ', 'ɕ', 'ɤ', 'l', '*', 'k', 'ɯ', 'm', 'S', 'n', 'ɯ', '*', 't', 'ɕ', 'u', 'S', 'j', 'u', 'r', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	['ɯ', 'ʑ', 'o', 'S', 'k', 'ɯ', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'χ', 'ɕ', 'ɤ', 'l', 'S', 'k', 'ɯ', 'm', 'S', 'n', 'ɯ', 'S', 't', 'ɕ', 'u', 'S', 'j', 'u', 'r', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e']	0.949	0.99	0.955
ɯtɯjpum ɯtɯrɲɟi ɲɯsaχaʁ ʑo tɕe	ɯtɯjpum ɯtɯrɲɟi ɲɯsaχaʁ ʑo tɕe	['ɯ', 't', 'ɯ', 'j', 'p', 'u', 'm', 'S', 'ɯ', 't', 'ɯ', 'r', 'ɲ', 'ɟ', 'i', 'S', 'ɲ', 'ɯ', 's', 'a', 'χ', 'a', 'ʁ', 'S', 'ʑ', 'o', 'S', 't', 'ɕ', 'e']	['ɯ', 't', 'ɯ', 'j', 'p', 'u', 'm', 'S', 'ɯ', 't', 'ɯ', 'r', 'ɲ', 'ɟ', 'i', 'S', 'ɲ', 'ɯ', 's', 'a', 'χ', 'a', 'ʁ', 'S', 'ʑ', 'o', 'S', 't', 'ɕ', 'e']	1.0	1.0	1.0
tɕe nɯnɯ ma zoŋzoŋ ʑo pa tɕe tɕe nɯnɯ ɕkɤzoŋzoŋ tukɯti ŋu	tɕe nɯnɯ ma zoŋzoŋ ʑo pa tɕe tɕe nɯnɯ ɕkɤzoŋzoŋ tukɯti ŋu	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'm', 'a', 'S', 'z', 'o', 'ŋ', 'z', 'o', 'ŋ', 'S', 'ʑ', 'o', 'S', 'p', 'a', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'ɕ', 'k', 'ɤ', 'z', 'o', 'ŋ', 'z', 'o', 'ŋ', 'S', 't', 'u', 'k', 'ɯ', 't', 'i', 'S', 'ŋ', 'u']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'm', 'a', 'S', 'z', 'o', 'ŋ', 'z', 'o', 'ŋ', 'S', 'ʑ', 'o', 'S', 'p', 'a', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'ɕ', 'k', 'ɤ', 'z', 'o', 'ŋ', 'z', 'o', 'ŋ', 'S', 't', 'u', 'k', 'ɯ', 't', 'i', 'S', 'ŋ', 'u']	1.0	1.0	1.0
mtha ɯndɤcu ri woχco kɤti ci tu tɕe nɯ tɯji ɯrmi	mtha ɯlocu ri woχco kɤti ci tu tɕe nɯ	['m', 't', 'h', 'a', 'S', 'ɯ', 'n', 'd', 'ɤ', 'c', 'u', 'S', 'r', 'i', 'S', 'w', 'o', 'χ', 'c', 'o', 'S', 'k', 'ɤ', 't', 'i', 'S', 'c', 'i', 'S', 't', 'u', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 't', 'ɯ', 'j', 'i', 'S', 'ɯ', 'r', 'm', 'i']	['m', 't', 'h', 'a', 'S', 'ɯ', '*', 'l', 'o', 'c', 'u', 'S', 'r', 'i', 'S', 'w', 'o', 'χ', 'c', 'o', 'S', 'k', 'ɤ', 't', 'i', 'S', 'c', 'i', 'S', 't', 'u', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*']	0.712	0.894	0.759
kɯxtɕi nɯnɯ alibaba pjɤrmi	kɯxtɕi nɯnɯ alibaba pjɤrmi	['k', 'ɯ', 'x', 't', 'ɕ', 'i', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'a', 'l', 'i', 'b', 'a', 'b', 'a', 'S', 'p', 'j', 'ɤ', 'r', 'm', 'i']	['k', 'ɯ', 'x', 't', 'ɕ', 'i', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'a', 'l', 'i', 'b', 'a', 'b', 'a', 'S', 'p', 'j', 'ɤ', 'r', 'm', 'i']	1.0	1.0	1.0
tɕe ɯxtɤpa cho ɯmi ɯjaʁ ɯŋgɯchu nɯra ɲɯwɣrum	tɕe xtɤpa cho ɯmi ɯjaʁ ɯŋgu chu nɯra ɲɯwɣrum	['t', 'ɕ', 'e', 'S', 'ɯ', 'x', 't', 'ɤ', 'p', 'a', 'S', 'c', 'h', 'o', 'S', 'ɯ', 'm', 'i', 'S', 'ɯ', 'j', 'a', 'ʁ', 'S', 'ɯ', 'ŋ', 'g', '*', 'ɯ', 'c', 'h', 'u', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'ɲ', 'ɯ', 'w', 'ɣ', 'r', 'u', 'm']	['t', 'ɕ', 'e', 'S', '*', 'x', 't', 'ɤ', 'p', 'a', 'S', 'c', 'h', 'o', 'S', 'ɯ', 'm', 'i', 'S', 'ɯ', 'j', 'a', 'ʁ', 'S', 'ɯ', 'ŋ', 'g', 'u', 'S', 'c', 'h', 'u', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'ɲ', 'ɯ', 'w', 'ɣ', 'r', 'u', 'm']	0.943	0.942	0.949
tɕendɤre ɯpɕi ɬoʁ ʑo pɯŋu tɕe tɕendɤre lɯlu kɯ nɯɕɯmɯma ʑo kówɣndo	tɕendɤre pɕiɬoʁ ʑo pɯŋu tɕe tɕendɤre lɯlu kɯ nɯɕɯmɯma ʑo kówɣndo	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'ɯ', 'p', 'ɕ', 'i', 'S', 'ɬ', 'o', 'ʁ', 'S', 'ʑ', 'o', 'S', 'p', 'ɯ', 'ŋ', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'l', 'ɯ', 'l', 'u', 'S', 'k', 'ɯ', 'S', 'n', 'ɯ', 'ɕ', 'ɯ', 'm', 'ɯ', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'k', 'o', '́', 'w', 'ɣ', 'n', 'd', 'o']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', '*', 'p', 'ɕ', 'i', '*', 'ɬ', 'o', 'ʁ', 'S', 'ʑ', 'o', 'S', 'p', 'ɯ', 'ŋ', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'l', 'ɯ', 'l', 'u', 'S', 'k', 'ɯ', 'S', 'n', 'ɯ', 'ɕ', 'ɯ', 'm', 'ɯ', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'k', 'o', '́', 'w', 'ɣ', 'n', 'd', 'o']	0.955	0.96	0.991
aʑo kutɕu kɯki kɤntɕhaʁ ɯŋgɯ kɯ kuŋkea tɕe	aʑo kutɕu kɯki kɤntɕhaʁ ɯŋgɯ kɯ kɯŋkea tɕe koki	['a', 'ʑ', 'o', 'S', 'k', 'u', 't', 'ɕ', 'u', 'S', 'k', 'ɯ', 'k', 'i', 'S', 'k', 'ɤ', 'n', 't', 'ɕ', 'h', 'a', 'ʁ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'k', 'ɯ', 'S', 'k', 'u', 'ŋ', 'k', 'e', 'a', 'S', 't', 'ɕ', 'e', '*', '*', '*', '*', '*']	['a', 'ʑ', 'o', 'S', 'k', 'u', 't', 'ɕ', 'u', 'S', 'k', 'ɯ', 'k', 'i', 'S', 'k', 'ɤ', 'n', 't', 'ɕ', 'h', 'a', 'ʁ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'k', 'ɯ', 'S', 'k', 'ɯ', 'ŋ', 'k', 'e', 'a', 'S', 't', 'ɕ', 'e', 'S', 'k', 'o', 'k', 'i']	0.879	0.914	0.926
tɯrme ra tɯrme ra tsuku kɯdɤn kɯ ʑo maka tukɤnɤjoʁjoʁ tukɤfstɤt nɯ ɲɯrganɯ ma khramba pɯnnɯŋu kɯnɤ 	tɯrme ra tɯrme ra tsuku kɯdɤn kɯ ʑo maka tukɤnɤjoʁjoʁ tukɤstɤt nɯ ɲɯrganɯ ma khramba pɯnɯŋu kɯnɤ	['t', 'ɯ', 'r', 'm', 'e', 'S', 'r', 'a', 'S', 't', 'ɯ', 'r', 'm', 'e', 'S', 'r', 'a', 'S', 't', 's', 'u', 'k', 'u', 'S', 'k', 'ɯ', 'd', 'ɤ', 'n', 'S', 'k', 'ɯ', 'S', 'ʑ', 'o', 'S', 'm', 'a', 'k', 'a', 'S', 't', 'u', 'k', 'ɤ', 'n', 'ɤ', 'j', 'o', 'ʁ', 'j', 'o', 'ʁ', 'S', 't', 'u', 'k', 'ɤ', 'f', 's', 't', 'ɤ', 't', 'S', 'n', 'ɯ', 'S', 'ɲ', 'ɯ', 'r', 'g', 'a', 'n', 'ɯ', 'S', 'm', 'a', 'S', 'k', 'h', 'r', 'a', 'm', 'b', 'a', 'S', 'p', 'ɯ', 'n', 'n', 'ɯ', 'ŋ', 'u', 'S', 'k', 'ɯ', 'n', 'ɤ', 'S']	['t', 'ɯ', 'r', 'm', 'e', 'S', 'r', 'a', 'S', 't', 'ɯ', 'r', 'm', 'e', 'S', 'r', 'a', 'S', 't', 's', 'u', 'k', 'u', 'S', 'k', 'ɯ', 'd', 'ɤ', 'n', 'S', 'k', 'ɯ', 'S', 'ʑ', 'o', 'S', 'm', 'a', 'k', 'a', 'S', 't', 'u', 'k', 'ɤ', 'n', 'ɤ', 'j', 'o', 'ʁ', 'j', 'o', 'ʁ', 'S', 't', 'u', 'k', 'ɤ', '*', 's', 't', 'ɤ', 't', 'S', 'n', 'ɯ', 'S', 'ɲ', 'ɯ', 'r', 'g', 'a', 'n', 'ɯ', 'S', 'm', 'a', 'S', 'k', 'h', 'r', 'a', 'm', 'b', 'a', 'S', 'p', 'ɯ', '*', 'n', 'ɯ', 'ŋ', 'u', 'S', 'k', 'ɯ', 'n', 'ɤ', '*']	0.916	0.96	0.952
